index,input,match,non_exact,street,coordinate,tiger,lr
"93830","3288  STILLWOOD DR  HAPEVILLE, fulton_county, GA, 303541422","Match","Non_Exact","3288 STILLWOOD DR, ATLANTA, GA, 30354","-84.41473884499999,33.664569905000064","17349451","L"
"92502","2610  FAIRLANE DR SE ATLANTA, fulton_county, GA, 303542122","Match","Non_Exact","2610 FAIRLANE DR SE, ATLANTA, GA, 30354","-84.38031927899993,33.68276378200005","17349990","L"
"93834","3300  SIMS ST  ATLANTA, fulton_county, GA, 303541438","Match","Non_Exact","3300 SIMS ST, ATLANTA, GA, 30354","-84.41354080899998,33.663686280000036","17349455","L"
"92503","2648  BROWNS MILL RD SE ATLANTA, fulton_county, GA, 303542112","No_Match"
"93833","3291  MYRTLE ST  HAPEVILLE, fulton_county, GA, 303541417","Match","Non_Exact","3291 MYRTLE ST, ATLANTA, GA, 30354","-84.41201520799996,33.664070346000074","17349463","R"
"92500","2570  BROWNS MILL RD SE ATLANTA, fulton_county, GA, 303542153","No_Match"
"93832","S CENTRAL AVE  HAPEVILLE, fulton_county, GA, 30354","No_Match"
"92501","2694  FAIRLANE DR SE ATLANTA, fulton_county, GA, 303542122","Match","Non_Exact","2694 FAIRLANE DR SE, ATLANTA, GA, 30354","-84.38036230699998,33.68128917100006","17349996","L"
"93831","3273  SIMS ST  HAPEVILLE, fulton_county, GA, 303541436","Match","Non_Exact","3273 SIMS ST, ATLANTA, GA, 30354","-84.41335881899994,33.66408119300007","17349455","R"
"93827","790 S CENTRAL AVE  HAPEVILLE, fulton_county, GA, 303541936","Match","Non_Exact","790 CENTRAL AVE, ATLANTA, GA, 30354","-84.41497000899994,33.66196310300006","17349667","L"
"93826","764  VIRGINIA AVE NE ATLANTA, fulton_county, GA, 30306","Match","Non_Exact","764 VIRGINIA AVE NE, ATLANTA, GA, 30306","-84.36264505299994,33.78181284300007","17356907","L"
"93825","3430  RAINEY AVE  HAPEVILLE, fulton_county, GA, 303541310","Match","Non_Exact","3430 RAINEY AVE, ATLANTA, GA, 30354","-84.41897127999994,33.66063488700007","17359353","L"
"93824","3436  RAINEY AVE  HAPEVILLE, fulton_county, GA, 303541310","Match","Non_Exact","3436 RAINEY AVE, ATLANTA, GA, 30354","-84.41897532899998,33.66045455700004","17359353","L"
"93829","840 S CENTRAL AVE  HAPEVILLE, fulton_county, GA, 303541925","Match","Non_Exact","840 CENTRAL AVE, ATLANTA, GA, 30354","-84.41667090399994,33.662956250000036","17402852","L"
"93828","3443  ORCHARD ST  HAPEVILLE, fulton_county, GA, 303541930","Match","Non_Exact","3443 ORCHARD ST, ATLANTA, GA, 30354","-84.41666899999996,33.660359002000064","17349668","R"
"93823","3464  HARDING AVE  ATLANTA, fulton_county, GA, 303541947","Match","Non_Exact","3464 HARDING AVE, ATLANTA, GA, 30354","-84.41781718399994,33.66001467800004","17349641","L"
"93822","3449  HARDING AVE  ATLANTA, fulton_county, GA, 303541946","Match","Non_Exact","3449 HARDING AVE, ATLANTA, GA, 30354","-84.41782963699995,33.660067412000046","17349641","R"
"93821","3450  RAINEY AVE  HAPEVILLE, fulton_county, GA, 303541334","Match","Non_Exact","3450 RAINEY AVE, ATLANTA, GA, 30354","-84.41898582799996,33.659975547000045","17349640","L"
"93820","600  COLLEGE ST  HAPEVILLE, fulton_county, GA, 303541721","Match","Non_Exact","600 COLLEGE ST, ATLANTA, GA, 30354","-84.40831463799998,33.656097239000076","17349727","L"
"96096","1071  WESTMONT RD SW ATLANTA, fulton_county, GA, 303112762","Match","Non_Exact","1071 WESTMONT RD SW, ATLANTA, GA, 30311","-84.43755425799998,33.72624802100006","17433529","R"
"96097","1571  ORLANDO ST SW ATLANTA, fulton_county, GA, 303112739","Match","Non_Exact","1571 ORLANDO ST SW, ATLANTA, GA, 30311","-84.44004987599999,33.72496802200004","642888773","L"
"96098","1595  ORLANDO ST SW ATLANTA, fulton_county, GA, 303112739","Match","Non_Exact","1595 ORLANDO ST SW, ATLANTA, GA, 30311","-84.44034130999995,33.72526914900004","642888773","L"
