index,input,match,non_exact,street,coordinate,tiger,lr
"110598","270  WILDE GREEN DR  ROSWELL, fulton_county, GA, 300755593","Match","Non_Exact","270 WILDE GREEN DR, MOUNTAIN PARK, GA, 30075","-84.36498192399995,34.08467899300007","647363936","R"
"110599","230  WILDE GREEN DR  ROSWELL, fulton_county, GA, 300755592","Match","Non_Exact","230 WILDE GREEN DR, MOUNTAIN PARK, GA, 30075","-84.36448838599995,34.08476395100007","647363936","R"
"110596","195  WILDE GREEN DR  ROSWELL, fulton_county, GA, 300755590","Match","Non_Exact","195 WILDE GREEN DR, MOUNTAIN PARK, GA, 30075","-84.36227922399996,34.08474030000008","17384176","L"
"110597","245  WILDE GREEN DR  ROSWELL, fulton_county, GA, 300755594","Match","Non_Exact","245 WILDE GREEN DR, MOUNTAIN PARK, GA, 30075","-84.36395055299994,34.08473931300006","647363936","L"
"110594","12420  EDENWILDE DR  ROSWELL, fulton_county, GA, 300757116","Match","Non_Exact","12420 EDENWILDE DR, MOUNTAIN PARK, GA, 30075","-84.36198202399999,34.082942702000025","17420545","L"
"110595","545  GLYNN MEADOW LN  ROSWELL, fulton_county, GA, 300757105","Match","Non_Exact","545 GLYNN MEADOW LN, MOUNTAIN PARK, GA, 30075","-84.36478349999999,34.08355622900007","17384178","R"
"116729","S FULTON PKWY  UNION CITY, fulton_county, GA, 30213","No_Match"
"116722","7938  THE LAKES DR  FAIRBURN, fulton_county, GA, 302137413","No_Match"
"116721","6638  FOGGY OAK DR  FAIRBURN, fulton_county, GA, 302137415","Match","Non_Exact","6638 FOGGY OAK DR, FAIRBURN, GA, 30213","-84.64421051899996,33.58076805200005","629550204","L"
"116724","7861  GOSSAMER DR  FAIRBURN, fulton_county, GA, 302134689","Match","Non_Exact","7861 GOSSAMER DR, FAIRBURN, GA, 30213","-84.64467080899999,33.58144860200008","629550217","L"
"116723","7822  THE LAKES DR  FAIRBURN, fulton_county, GA, 302137402","No_Match"
"116726","7996  GOSSAMER DR  FAIRBURN, fulton_county, GA, 302134690","Match","Non_Exact","7996 GOSSAMER DR, FAIRBURN, GA, 30213","-84.64534910999998,33.58133040800004","629550217","R"
"116725","7971  GOSSAMER DR  FAIRBURN, fulton_county, GA, 302134688","Match","Non_Exact","7971 GOSSAMER DR, FAIRBURN, GA, 30213","-84.64393489299994,33.58169740500006","629550217","L"
"116728","7906  GOSSAMER DR  FAIRBURN, fulton_county, GA, 302137406","Match","Non_Exact","7906 GOSSAMER DR, FAIRBURN, GA, 30213","-84.64443460699994,33.581506958000034","629550217","R"
"116727","7966  GOSSAMER DR  FAIRBURN, fulton_county, GA, 302137406","Match","Non_Exact","7966 GOSSAMER DR, FAIRBURN, GA, 30213","-84.64503649799997,33.58135848100005","629550217","R"
"116731","7863  HEATHMORE DR  FAIRBURN, fulton_county, GA, 302137418","Match","Non_Exact","7863 HEATHMORE DR, FAIRBURN, GA, 30213","-84.64340510299996,33.58014413600006","643519665","L"
