index,input,match,non_exact,street,coordinate,tiger,lr
"17288","682  GORDON PL SW ATLANTA, fulton_county, GA, 303102740","Match","Non_Exact","682 GORDON PL SW, ATLANTA, GA, 30310","-84.41931453899997,33.737037773000054","17345048","L"
"17289","1174  OGLETHORPE AVE SW ATLANTA, fulton_county, GA, 303102643","Match","Non_Exact","1174 OGLETHORPE AVE SW, ATLANTA, GA, 30310","-84.42626029699994,33.73577862700006","17344990","L"
"17284","685  GORDON PL SW ATLANTA, fulton_county, GA, 303102706","Match","Non_Exact","685 GORDON PL SW, ATLANTA, GA, 30310","-84.41932748699998,33.737019505000035","17345048","R"
"17285","662  PEEPLES ST SW ATLANTA, fulton_county, GA, 303102649","Match","Non_Exact","662 PEEPLES ST SW, ATLANTA, GA, 30310","-84.42047644299998,33.73666392700005","17345042","L"
"17286","945  OGLETHORPE AVE SW ATLANTA, fulton_county, GA, 303102707","Match","Non_Exact","945 OGLETHORPE AVE SW, ATLANTA, GA, 30310","-84.41894448499994,33.735821919000045","17345056","R"
"17287","947  OGLETHORPE AVE SW ATLANTA, fulton_county, GA, 303102707","Match","Non_Exact","947 OGLETHORPE AVE SW, ATLANTA, GA, 30310","-84.41899514299996,33.73582156300006","17345056","R"
"17280","244  TAFT ST SW ATLANTA, fulton_county, GA, 303153741","Match","Non_Exact","244 TAFT ST SW, ATLANTA, GA, 30315","-84.39704842599997,33.710477757000035","17346702","L"
"17281","197  UPSHAW ST SW ATLANTA, fulton_county, GA, 303153717","Match","Non_Exact","197 UPSHAW ST SW, ATLANTA, GA, 30315","-84.39597486499997,33.711102965000066","17346725","R"
"17282","986  RALPH DAVID ABERNATHY BLVD SW ATLANTA, fulton_county, GA, 30310","Match","Non_Exact","986 RALPH DAVID ABERNATHY BLVD SW, ATLANTA, GA, 30310","-84.42006267999994,33.737963759000024","17345043","L"
"17283","675  GORDON PL SW ATLANTA, fulton_county, GA, 303102739","Match","Non_Exact","675 GORDON PL SW, ATLANTA, GA, 30310","-84.41932866799993,33.737110253000026","17345048","R"
