index,input,match,non_exact,street,coordinate,tiger,lr
"133269","3581  MAIN ST  COLLEGE PARK, fulton_county, GA, 303372623","Match","Non_Exact","3581 MAIN ST, ATLANTA, GA, 30337","-84.44836917099997,33.65763739500005","17348398","R"
"133265","1883  RUGBY AVE  COLLEGE PARK, fulton_county, GA, 303371914","Match","Non_Exact","1883 RUGBY AVE, ATLANTA, GA, 30337","-84.45071155499994,33.662694232000035","17348368","R"
"134596","2739  SEABORN RD NW ATLANTA, fulton_county, GA, 303186027","Match","Non_Exact","2739 SEABORN RD NW, ATLANTA, GA, 30318","-84.47697655599995,33.77512137900004","17336852","R"
"133266","3530  VICTORIA ST  COLLEGE PARK, fulton_county, GA, 303372508","Match","Non_Exact","3530 VICTORIA ST, ATLANTA, GA, 30337","-84.45270346699994,33.65922980400006","17348371","L"
"134597","2718  CRESCENDO DR NW ATLANTA, fulton_county, GA, 303186044","Match","Non_Exact","2718 CRESCENDO DR NW, ATLANTA, GA, 30318","-84.47663864799995,33.773966216000076","17339440","L"
"133267","1864  VIRGINIA AVE  COLLEGE PARK, fulton_county, GA, 303372631","Match","Non_Exact","1864 VIRGINIA AVE, ATLANTA, GA, 30337","-84.45011740199999,33.65979220100007","17348377","L"
"134598","655  LYRIC WAY NW ATLANTA, fulton_county, GA, 303186053","Match","Non_Exact","655 LYRIC WAY NW, ATLANTA, GA, 30318","-84.47727774199996,33.77331721200005","17339437","R"
"133268","3541  HEMPHILL ST  COLLEGE PARK, fulton_county, GA, 303372607","Match","Non_Exact","3541 HEMPHILL ST, ATLANTA, GA, 30337","-84.44988568599996,33.658748168000045","17348391","R"
"134599","674  LYRIC WAY NW ATLANTA, fulton_county, GA, 303186054","Match","Non_Exact","674 LYRIC WAY NW, ATLANTA, GA, 30318","-84.47724686999999,33.77353674100004","17339437","L"
"133272","3226  CLOVERHURST DR  EAST POINT, fulton_county, GA, 303444510","No_Match"
"133273","2041  ENGLISH LN  COLLEGE PARK, fulton_county, GA, 303371103","No_Match"
"133274","1990  ENGLISH LN  COLLEGE PARK, fulton_county, GA, 303371102","Match","Non_Exact","1990 ENGLISH LN, ATLANTA, GA, 30337","-84.45543855599999,33.66751813600007","17402968","L"
"133275","3279  LOWNDES ST  COLLEGE PARK, fulton_county, GA, 303371127","Match","Non_Exact","3279 LOWNDES ST, ATLANTA, GA, 30337","-84.45189597399997,33.66741965400007","17433369","R"
"133270","3525  ATLANTA ST  COLLEGE PARK, fulton_county, GA, 303372523","Match","Non_Exact","3525 ATLANTA ST, ATLANTA, GA, 30337","-84.45557709199994,33.65976224600007","17347597","R"
"133271","2013  SIMMONS AVE  COLLEGE PARK, fulton_county, GA, 303372528","Match","Non_Exact","2013 SIMMONS AVE, ATLANTA, GA, 30337","-84.45463925699994,33.65853899100006","17347600","R"
"133276","1916  VESTA AVE  COLLEGE PARK, fulton_county, GA, 303371129","Match","Non_Exact","1916 VESTA AVE, ATLANTA, GA, 30337","-84.45154804299995,33.66763109900006","17347907","L"
"133277","1879  LYLE AVE  COLLEGE PARK, fulton_county, GA, 303371219","Match","Non_Exact","1879 LYLE AVE, ATLANTA, GA, 30337","-84.45055056099994,33.66618737300007","17347927","R"
"133278","3242  COLLEGE ST  COLLEGE PARK, fulton_county, GA, 303371124","Match","Non_Exact","3242 COLLEGE ST, ATLANTA, GA, 30337","-84.45063401199997,33.66699207800008","17433374","L"
"133279","3275  CONNALLY ST  COLLEGE PARK, fulton_county, GA, 303371218","Match","Non_Exact","3275 CONNALLY ST, ATLANTA, GA, 30337","-84.44937785599996,33.66659015700003","17433375","R"
"133283","3300  PIERCE ST  COLLEGE PARK, fulton_county, GA, 303371106","Match","Non_Exact","3300 PIERCE ST, ATLANTA, GA, 30337","-84.45789377599993,33.665836324000054","17347388","L"
"133284","1986  LYLE AVE  COLLEGE PARK, fulton_county, GA, 303371147","Match","Non_Exact","1986 LYLE AVE, ATLANTA, GA, 30337","-84.45423274599995,33.66623003500007","17347405","L"
"133285","1944  LYLE AVE  COLLEGE PARK, fulton_county, GA, 303371110","Match","Non_Exact","1944 LYLE AVE, ATLANTA, GA, 30337","-84.45272262399999,33.66619754900006","17360718","L"
"133286","3319  COLLEGE ST  COLLEGE PARK, fulton_county, GA, 303371125","Match","Non_Exact","3319 COLLEGE ST, ATLANTA, GA, 30337","-84.45124667299996,33.66538903000003","17347912","R"
"133280","1811  LYLE AVE  COLLEGE PARK, fulton_county, GA, 303371204","Match","Non_Exact","1811 LYLE AVE, ATLANTA, GA, 30337","-84.44845662199998,33.66617424900005","17347928","R"
"133281","3265  LOWE ST  COLLEGE PARK, fulton_county, GA, 303371206","Match","Non_Exact","3265 LOWE ST, ATLANTA, GA, 30337","-84.44787202399993,33.666705128000046","17433376","R"
"133282","2075  MERCER AVE  COLLEGE PARK, fulton_county, GA, 303371100","Match","Non_Exact","2075 MERCER AVE, ATLANTA, GA, 30337","-84.45719420099994,33.66494592000004","17347389","R"
"133287","1937  MERCER AVE  COLLEGE PARK, fulton_county, GA, 303371113","Match","Non_Exact","1937 MERCER AVE, ATLANTA, GA, 30337","-84.45251071799998,33.66492189100006","17347910","R"
"133288","1854  LYLE AVE  COLLEGE PARK, fulton_county, GA, 303371205","Match","Non_Exact","1854 LYLE AVE, ATLANTA, GA, 30337","-84.44969342899998,33.66617136600007","17347927","L"
"133289","1940  DUNLAP AVE  EAST POINT, fulton_county, GA, 303444749","No_Match"
"133294","3102  DELOWE DR  EAST POINT, fulton_county, GA, 303444514","Tie"
"133295","3098  DELOWE DR  EAST POINT, fulton_county, GA, 303444563","No_Match"
"133296","3115  CLOVERHURST DR  EAST POINT, fulton_county, GA, 303444507","No_Match"
"133297","3141  CLOVERHURST DR  EAST POINT, fulton_county, GA, 303444507","No_Match"
"133290","1928  DUNLAP AVE  EAST POINT, fulton_county, GA, 303444771","No_Match"
"133291","1900  DUNLAP AVE  EAST POINT, fulton_county, GA, 303444712","No_Match"
"133292","1893  VESTA AVE  EAST POINT, fulton_county, GA, 303444759","No_Match"
"133293","1911  VESTA AVE  EAST POINT, fulton_county, GA, 303444777","No_Match"
"133298","3128  CLOVERHURST CIR  EAST POINT, fulton_county, GA, 303444504","No_Match"
"133299","3075  LAROSE ST  EAST POINT, fulton_county, GA, 303444525","No_Match"
"133225","3506  JACKSON ST  COLLEGE PARK, fulton_county, GA, 303372808","Match","Non_Exact","3506 JACKSON ST, ATLANTA, GA, 30337","-84.44353972199997,33.660105130000034","17348492","L"
"134556","2606  OLDKNOW DR NW ATLANTA, fulton_county, GA, 303186166","Match","Non_Exact","2606 OLDKNOW DR NW, ATLANTA, GA, 30318","-84.47302986999995,33.771741546000044","17339499","L"
"135888","3925  PRINCETON LAKES PASS SW ATLANTA, fulton_county, GA, 303315597","No_Match"
"133226","1675  HARDIN AVE  COLLEGE PARK, fulton_county, GA, 303372127","Match","Non_Exact","1675 HARDIN AVE, ATLANTA, GA, 30337","-84.44343030099998,33.660429830000055","17348493","R"
"134557","2591  BAKER RIDGE DR NW ATLANTA, fulton_county, GA, 303187220","Match","Non_Exact","2591 BAKER RIDGE DR NW, ATLANTA, GA, 30318","-84.47488153399996,33.76964652300006","17339501","R"
