index,input,match,non_exact,street,coordinate,tiger,lr
"218712","230  LANDFALL RD  SANDY SPRINGS, fulton_county, GA, 303281826","No_Match"
"218711","315  BREAKWATER RDG  SANDY SPRINGS, fulton_county, GA, 303281805","No_Match"
"218710","120  BREAKWATER CIR  SANDY SPRINGS, fulton_county, GA, 303281804","Match","Non_Exact","120 BREAKWATER CIR, ATLANTA, GA, 30328","-84.39790657099996,33.94045728100008","17394302","L"
"218709","6225  BLACKWATER TRL  ATLANTA, fulton_county, GA, 303282718","No_Match"
"218708","6175  BLACKWATER TRL  ATLANTA, fulton_county, GA, 303282716","No_Match"
"218707","6085  BLACKWATER TRL  SANDY SPRINGS, fulton_county, GA, 303282714","No_Match"
"218706","6125  BLACKWATER TRL  ATLANTA, fulton_county, GA, 303282716","No_Match"
"218705","530  OLD HARBOR DR  SANDY SPRINGS, fulton_county, GA, 303282739","No_Match"
"218704","340  LIGHTHOUSE PT  ATLANTA, fulton_county, GA, 303282731","Match","Non_Exact","340 LIGHTHOUSE PT, ATLANTA, GA, 30328","-84.40113748399995,33.93696855300004","17333040","R"
"218703","330  SEAMARSH CT  SANDY SPRINGS, fulton_county, GA, 303282777","No_Match"
"218702","7117  RIVERSIDE DR  SANDY SPRINGS, fulton_county, GA, 303281126","Tie"
"218723","355  AMBERIDGE TRL  ATLANTA, fulton_county, GA, 303282804","No_Match"
"218722","6787  RIVERSIDE DR  ATLANTA, fulton_county, GA, 303282709","No_Match"
"218721","50  POINTE RIDGE DR  ATLANTA, fulton_county, GA, 303282755","Match","Non_Exact","50 POINTE RIDGE DR, ATLANTA, GA, 30328","-84.40553392699996,33.941135186000054","17361574","L"
"218720","25  POINTE RIDGE DR  ATLANTA, fulton_county, GA, 303282755","Match","Non_Exact","25 POINTE RIDGE DR, ATLANTA, GA, 30328","-84.40505955099997,33.940904585000055","17361574","R"
"218719","375  CROSSTREE LN  ATLANTA, fulton_county, GA, 303281846","Match","Non_Exact","375 CROSSTREE LN, ATLANTA, GA, 30328","-84.39848122699999,33.94426038300003","17333030","R"
"218718","115  BOWLINE CIR  SANDY SPRINGS, fulton_county, GA, 303281803","Match","Non_Exact","115 BOWLINE CIR, ATLANTA, GA, 30328","-84.39910805299996,33.94327447500007","17402130","R"
"218717","225  LANDFALL RD  SANDY SPRINGS, fulton_county, GA, 303281825","No_Match"
"218716","255  LANDFALL RD  ATLANTA, fulton_county, GA, 303281825","No_Match"
"218715","275  LANDFALL RD  SANDY SPRINGS, fulton_county, GA, 303281825","No_Match"
"218714","285  LANDFALL RD  SANDY SPRINGS, fulton_county, GA, 303281825","No_Match"
"218713","295  LANDFALL RD  SANDY SPRINGS, fulton_county, GA, 303281825","No_Match"
"217402","1080  PEACHTREE ST NE ATLANTA, fulton_county, GA, 303096836","Tie"
"218734","6205  RIVER SHORE PKWY  ATLANTA, fulton_county, GA, 303283706","No_Match"
"217403","1080  PEACHTREE ST NE ATLANTA, fulton_county, GA, 303096842","Tie"
