index,input,match,non_exact,street,coordinate,tiger,lr
"80517","589  PINE HILL CIR  BIRMINGHAM, Jefferson County, AL, 35217","Match","Non_Exact","589 PINEHILL CIR, TARRANT, AL, 35217","-86.77274970599996,33.62170120800005","81630723","L"
"81849","101  95TH ST N BIRMINGHAM, Jefferson County, AL, 352061412","Match","Non_Exact","101 95TH ST N, BIRMINGHAM, AL, 35206","-86.71553274099995,33.58993224300008","81567408","L"
"80516","325 N PINE HILL RD  BIRMINGHAM, Jefferson County, AL, 35217","No_Match"
"80515","521 N PINE HILL RD  BIRMINGHAM, Jefferson County, AL, 352171220","Match","Non_Exact","521 PINEHILL RD, TARRANT, AL, 35217","-86.76503390299996,33.60546441100007","81731885","R"
"80514","5  1ST ST  BIRMINGHAM, Jefferson County, AL, 352171702","Match","Non_Exact","5 1ST ST, TARRANT, AL, 35217","-86.75171188999997,33.60863376000003","634777164","R"
"81845","636  HICKORY ST  BIRMINGHAM, Jefferson County, AL, 352061615","Match","Non_Exact","636 HICKORY ST, BIRMINGHAM, AL, 35206","-86.69344752499995,33.57779009200004","81586944","L"
"81846","640  HICKORY ST  BIRMINGHAM, Jefferson County, AL, 352061615","Match","Non_Exact","640 HICKORY ST, BIRMINGHAM, AL, 35206","-86.69344830599994,33.577891813000065","81586944","L"
"80519","232  BLACK CREEK RD  TARRANT, Jefferson County, AL, 352171968","Match","Non_Exact","232 BLACK CREEK RD, TARRANT, AL, 35217","-86.77639577299999,33.60903116700007","636450763","L"
"81847","644  HICKORY ST  BIRMINGHAM, Jefferson County, AL, 352061615","Match","Non_Exact","644 HICKORY ST, BIRMINGHAM, AL, 35206","-86.69344908599999,33.577993535000076","81586944","L"
"80518","2741  VALLEY RD  BIRMINGHAM, Jefferson County, AL, 352171165","Match","Non_Exact","2741 VALLEY RD, TARRANT, AL, 35217","-86.77570643799999,33.61761256900007","653038410","L"
"81848","644  RIDGE RD  BIRMINGHAM, Jefferson County, AL, 352061647","Match","Non_Exact","644 RIDGE RD, BIRMINGHAM, AL, 35206","-86.69894405099996,33.57755803800006","81586829","R"
"79531","6674 W JEFFERSON RD  QUINTON, Jefferson County, AL, 351309475","No_Match"
"80520","236  BLACK CREEK RD  TARRANT, Jefferson County, AL, 352171968","Match","Non_Exact","236 BLACK CREEK RD, TARRANT, AL, 35217","-86.77654072499996,33.60910508100005","636450763","L"
"81852","105  94TH ST N BIRMINGHAM, Jefferson County, AL, 352061408","Match","Non_Exact","105 94TH ST N, BIRMINGHAM, AL, 35206","-86.71498328399997,33.58885473500004","81567405","L"
"79530","6719 W JEFFERSON RD  QUINTON, Jefferson County, AL, 351309482","No_Match"
"81853","117  94TH ST N BIRMINGHAM, Jefferson County, AL, 352061408","Match","Non_Exact","117 94TH ST N, BIRMINGHAM, AL, 35206","-86.71515247699995,33.588858403000074","81567405","L"
"79533","4627  HONEYSUCKLE RD  QUINTON, Jefferson County, AL, 351309114","Match","Non_Exact","4627 HONEYSUCKLE RD, WEST JEFFERSON, AL, 35130","-87.06152352999999,33.64470694600004","81540326","L"
"81854","125  94TH ST N BIRMINGHAM, Jefferson County, AL, 352061408","Match","Non_Exact","125 94TH ST N, BIRMINGHAM, AL, 35206","-86.71526527199995,33.588860848000024","81567405","L"
"79532","6518 W JEFFERSON RD  QUINTON, Jefferson County, AL, 351309474","No_Match"
"81855","108  93RD ST N BIRMINGHAM, Jefferson County, AL, 352061401","Match","Non_Exact","108 93RD ST N, BIRMINGHAM, AL, 35206","-86.71505648399994,33.58781386100003","81567406","R"
"79535","4610  HONEYSUCKLE RD  QUINTON, Jefferson County, AL, 351309112","Match","Non_Exact","4610 HONEYSUCKLE RD, WEST JEFFERSON, AL, 35130","-87.06154756299998,33.64361877500005","645904481","R"
"80524","2508  VALLEY RD  BIRMINGHAM, Jefferson County, AL, 352171137","Match","Non_Exact","2508 VALLEY RD, TARRANT, AL, 35217","-86.78080683699994,33.614789030000054","81612847","R"
"79534","4623  HONEYSUCKLE RD  QUINTON, Jefferson County, AL, 351309114","Match","Non_Exact","4623 HONEYSUCKLE RD, WEST JEFFERSON, AL, 35130","-87.06152586899998,33.64446277600007","81540326","L"
"80523","507  VALLEY LN  BIRMINGHAM, Jefferson County, AL, 35217","Match","Non_Exact","507 VALLEY LN, TARRANT, AL, 35217","-86.77979926899997,33.61488322300005","653027465","R"
"79537","4501  RIVERDALE ST  QUINTON, Jefferson County, AL, 351309202","Match","Non_Exact","4501 RIVERDALE ST, WEST JEFFERSON, AL, 35130","-87.06300293299995,33.64383064100008","81651718","L"
"80522","2765  CONE DR  BIRMINGHAM, Jefferson County, AL, 35217","Match","Non_Exact","2765 CONE DR, TARRANT, AL, 35217","-86.78107377099997,33.62066655800004","81565083","L"
"81850","120  94TH ST N BIRMINGHAM, Jefferson County, AL, 352061407","Match","Non_Exact","120 94TH ST N, BIRMINGHAM, AL, 35206","-86.71520853199996,33.58887058600004","81567405","R"
"79536","4630  HONEYSUCKLE RD  QUINTON, Jefferson County, AL, 351309112","Match","Non_Exact","4630 HONEYSUCKLE RD, WEST JEFFERSON, AL, 35130","-87.06153471099998,33.644914577000065","81540326","R"
"80521","635  BLACK CREEK RD  BIRMINGHAM, Jefferson County, AL, 35217","No_Match"
"81851","116  94TH ST N BIRMINGHAM, Jefferson County, AL, 352061407","Match","Non_Exact","116 94TH ST N, BIRMINGHAM, AL, 35206","-86.71515213499998,33.58886936300007","81567405","R"
"79539","7060 W JEFFERSON RD  QUINTON, Jefferson County, AL, 351309479","No_Match"
"79538","4744  WATKINS RD  QUINTON, Jefferson County, AL, 351309486","Match","Non_Exact","4744 WATKINS RD, WEST JEFFERSON, AL, 35130","-87.08070349399998,33.65446327700005","646460217","L"
"80506","2433  OAK LEAF DR  BIRMINGHAM, Jefferson County, AL, 35217","Match","Non_Exact","2433 OAK LEAF DR, TARRANT, AL, 35217","-86.75932165899997,33.607397148000075","653030116","R"
"81838","607  ESPLANADE DR  BIRMINGHAM, Jefferson County, AL, 352061614","Match","Non_Exact","607 ESPLANADE DR, BIRMINGHAM, AL, 35206","-86.69431326099999,33.579637357000024","81672890","L"
"80505","616  VALLEY CREST DR  BIRMINGHAM, Jefferson County, AL, 352156944","Match","Non_Exact","616 VALLEY CREST DR, CENTER POINT, AL, 35215","-86.73275594399996,33.61680776600008","640552660","L"
"81839","631  ELM ST  BIRMINGHAM, Jefferson County, AL, 352061606","Match","Non_Exact","631 ELM ST, BIRMINGHAM, AL, 35206","-86.69230774999994,33.57784023600004","81586948","R"
"80504","536  EASTBROOK DR  BIRMINGHAM, Jefferson County, AL, 352158404","Match","Non_Exact","536 EASTBROOK DR, CENTER POINT, AL, 35215","-86.72962319499999,33.61711429500008","81567021","R"
"80503","550  EASTBROOK DR  BIRMINGHAM, Jefferson County, AL, 352158404","Match","Non_Exact","550 EASTBROOK DR, CENTER POINT, AL, 35215","-86.73085023299996,33.61718254800007","81567016","R"
"81834","636  RIDGE TOP CIR  BIRMINGHAM, Jefferson County, AL, 352061626","Match","Non_Exact","636 RIDGE TOP CIR, BIRMINGHAM, AL, 35206","-86.69714911099999,33.57976944700005","81731064","R"
"80509","400  6TH AVE  BIRMINGHAM, Jefferson County, AL, 352171638","Match","Non_Exact","400 6TH AVE, TARRANT, AL, 35217","-86.74548459999994,33.61148911400005","81732799","L"
"81835","616  RIDGE TOP CIR  BIRMINGHAM, Jefferson County, AL, 352061626","Match","Non_Exact","616 RIDGE TOP CIR, BIRMINGHAM, AL, 35206","-86.69671860699998,33.581588371000066","81731064","R"
"80508","306  6TH AVE  BIRMINGHAM, Jefferson County, AL, 352171730","Match","Non_Exact","306 6TH AVE, TARRANT, AL, 35217","-86.74551030699996,33.611068886000055","81732802","L"
"81836","606  MOUNTAIN DR  BIRMINGHAM, Jefferson County, AL, 352061649","Match","Non_Exact","606 MOUNTAIN DR, BIRMINGHAM, AL, 35206","-86.69470530999996,33.58007998200003","81586943","R"
"80507","400  6TH ST  BIRMINGHAM, Jefferson County, AL, 352171524","Match","Non_Exact","400 6TH ST, TARRANT, AL, 35217","-86.74717545599998,33.61339609000004","81565378","L"
"81837","601  MOUNTAIN DR  BIRMINGHAM, Jefferson County, AL, 352061643","Match","Non_Exact","601 MOUNTAIN DR, BIRMINGHAM, AL, 35206","-86.69470530999996,33.58007998200003","81586943","R"
"79520","4525  OLD JASPER HWY  ADAMSVILLE, Jefferson County, AL, 350051351","No_Match"
"81841","628  ESPLANADE DR  BIRMINGHAM, Jefferson County, AL, 352061639","Match","Non_Exact","628 ESPLANADE DR, BIRMINGHAM, AL, 35206","-86.69316139999995,33.579566304000025","81672893","R"
