index,input,match,non_exact,street,coordinate,tiger,lr
"30260","1917  11TH ST NW BIRMINGHAM, Jefferson County, AL, 352154111","Match","Non_Exact","1917 11TH ST NW, CENTER POINT, AL, 35215","-86.71496634899995,33.638971680000054","651797516","R"
"31591","841  FIELDSTOWN CIR  GARDENDALE, Jefferson County, AL, 350711109","Match","Non_Exact","841 FIELDSTOWN CIR, GARDENDALE, AL, 35071","-86.84124054599994,33.641152730000044","646667350","R"
"31590","897  FIELDSTOWN CIR  GARDENDALE, Jefferson County, AL, 350711109","Match","Non_Exact","897 FIELDSTOWN CIR, GARDENDALE, AL, 35071","-86.84359232099996,33.641097639000066","646667350","R"
"30266","1913  9TH ST NW BIRMINGHAM, Jefferson County, AL, 352154207","Match","Non_Exact","1913 9TH ST NW, CENTER POINT, AL, 35215","-86.70946637799995,33.63826344000006","81566497","R"
"31597","4722  THORNHILL RD  GARDENDALE, Jefferson County, AL, 350714731","Match","Non_Exact","4722 THORNHILL RD, GARDENDALE, AL, 35071","-86.85769271499998,33.64828747800004","640183111","L"
"30265","2025  9TH PL NW CENTER POINT, Jefferson County, AL, 352154214","No_Match"
"31596","4595  SHADY GROVE LN  GARDENDALE, Jefferson County, AL, 350712797","No_Match"
"30268","901  20TH AVE NW CENTER POINT, Jefferson County, AL, 352154232","No_Match"
"31599","91  SPRINGDALE DR  GARDENDALE, Jefferson County, AL, 350714737","Match","Non_Exact","91 SPRINGDALE DR, GARDENDALE, AL, 35071","-86.86494142199996,33.64523422900004","648326610","R"
"30267","1909  9TH ST NW BIRMINGHAM, Jefferson County, AL, 352154207","Match","Non_Exact","1909 9TH ST NW, CENTER POINT, AL, 35215","-86.70937541699999,33.63802810900006","81566497","R"
"31598","830  BROOKLINE RD  GARDENDALE, Jefferson County, AL, 350714695","Match","Non_Exact","830 BROOKLINE RD, GARDENDALE, AL, 35071","-86.85789652299997,33.64618208600007","81703030","R"
"30262","2009  10TH PL NW BIRMINGHAM, Jefferson County, AL, 352154222","Match","Non_Exact","2009 10TH PL NW, CENTER POINT, AL, 35215","-86.71378817199997,33.63960147800003","81566469","R"
"31593","4572  SHADY GROVE LN  GARDENDALE, Jefferson County, AL, 350712784","No_Match"
"30261","1913  11TH ST NW BIRMINGHAM, Jefferson County, AL, 352154111","Match","Non_Exact","1913 11TH ST NW, CENTER POINT, AL, 35215","-86.71492496499997,33.63888080100003","651797516","R"
"31592","869  FIELDSTOWN CIR  GARDENDALE, Jefferson County, AL, 350711109","Match","Non_Exact","869 FIELDSTOWN CIR, GARDENDALE, AL, 35071","-86.84241050899999,33.64102497400006","646667350","R"
"30264","2104  9TH PL NW CENTER POINT, Jefferson County, AL, 352154217","No_Match"
"31595","4496  SHADY GROVE LN  GARDENDALE, Jefferson County, AL, 350712148","No_Match"
"30263","2004  10TH ST NW BIRMINGHAM, Jefferson County, AL, 352154244","Match","Non_Exact","2004 10TH ST NW, CENTER POINT, AL, 35215","-86.71270768099998,33.639849140000024","81566468","L"
"31594","4512  SHADY GROVE LN  GARDENDALE, Jefferson County, AL, 350712784","No_Match"
"30269","1901  10TH PL NW BIRMINGHAM, Jefferson County, AL, 352154220","Match","Non_Exact","1901 10TH PL NW, CENTER POINT, AL, 35215","-86.71375987799996,33.63855805600008","81566470","R"
"31580","4766  CIRCLE LN  GARDENDALE, Jefferson County, AL, 350712660","Match","Non_Exact","4766 CIRCLE LN, GARDENDALE, AL, 35071","-86.84468841399996,33.645173974000045","81542980","L"
"30255","1116  19TH AVE NW CENTER POINT, Jefferson County, AL, 352154142","No_Match"
"31586","1193  FIELDSTOWN RD  GARDENDALE, Jefferson County, AL, 350712692","Match","Non_Exact","1193 FIELDSTOWN RD, GARDENDALE, AL, 35071","-86.83895580999996,33.644286890000046","601642304","L"
"30254","2369  9TH ST NW BIRMINGHAM, Jefferson County, AL, 352153111","Match","Non_Exact","2369 9TH ST NW, CENTER POINT, AL, 35215","-86.71032574499998,33.64490939800004","81566454","R"
"31585","4725  CIRCLE LN  GARDENDALE, Jefferson County, AL, 350714632","Match","Non_Exact","4725 CIRCLE LN, GARDENDALE, AL, 35071","-86.84471922499995,33.643758416000026","81542980","R"
"30257","1909  11TH PL NW BIRMINGHAM, Jefferson County, AL, 352154113","Match","Non_Exact","1909 11TH PL NW, CENTER POINT, AL, 35215","-86.71613507899997,33.63805240100004","81566436","R"
"31588","4599  SHADY GROVE LN  GARDENDALE, Jefferson County, AL, 35071","No_Match"
"30256","1904  11TH PL NW BIRMINGHAM, Jefferson County, AL, 352154114","Match","Non_Exact","1904 11TH PL NW, CENTER POINT, AL, 35215","-86.71612389299997,33.638010346000044","81566436","L"
"31587","4508  SHADY GROVE RD  GARDENDALE, Jefferson County, AL, 350712794","Match","Non_Exact","4508 SHADY GROVE RD, GARDENDALE, AL, 35071","-86.84514249699998,33.63572283600007","81765473","L"
"30251","2328  9TH PL NW CENTER POINT, Jefferson County, AL, 352153012","No_Match"
"31582","3009  WATTS DR  GARDENDALE, Jefferson County, AL, 350712611","Match","Non_Exact","3009 WATTS DR, GARDENDALE, AL, 35071","-86.84151885699998,33.64445574000007","81542983","R"
"30250","1083  SUNHILL RD NW CENTER POINT, Jefferson County, AL, 352153046","No_Match"
"31581","3017  WATTS DR  GARDENDALE, Jefferson County, AL, 350712611","Match","Non_Exact","3017 WATTS DR, GARDENDALE, AL, 35071","-86.84155714399998,33.64514868600003","81542983","R"
"30253","924  23RD TER NW CENTER POINT, Jefferson County, AL, 352153018","No_Match"
"31584","4712  CIRCLE LN  GARDENDALE, Jefferson County, AL, 350712660","Match","Non_Exact","4712 CIRCLE LN, GARDENDALE, AL, 35071","-86.84460779499994,33.64338658200006","81542980","L"
"30252","2340  9TH PL NW CENTER POINT, Jefferson County, AL, 352153012","No_Match"
"31583","4625  LANE DR  GARDENDALE, Jefferson County, AL, 350713648","Match","Non_Exact","4625 LANE DR, GARDENDALE, AL, 35071","-86.84372794099994,33.64383678200005","81542973","R"
"30259","1113  SUNHILL RD NW CENTER POINT, Jefferson County, AL, 35215","No_Match"
"30258","1912  11TH ST NW BIRMINGHAM, Jefferson County, AL, 352154112","Match","Non_Exact","1912 11TH ST NW, CENTER POINT, AL, 35215","-86.71487454999999,33.638739161000046","651797516","L"
"31589","4621  FIELDSTOWN WAY  GARDENDALE, Jefferson County, AL, 350711116","Match","Non_Exact","4621 FIELDSTOWN WAY, GARDENDALE, AL, 35071","-86.84446259999999,33.64037465400003","646667345","R"
"30244","1048  SHELANE CIR  BIRMINGHAM, Jefferson County, AL, 352152924","Match","Non_Exact","1048 SHELANE CIR, CENTER POINT, AL, 35215","-86.71421292799994,33.64626251900006","81566443","L"
"31575","4978  CARRINGTON WAY  MOUNT OLIVE, Jefferson County, AL, 351173276","Match","Non_Exact","4978 CARRINGTON WAY, MOUNT OLIVE, AL, 35117","-86.84591084299996,33.651318685000035","81767509","R"
"30243","1016  CHRISTOPHER DR  BIRMINGHAM, Jefferson County, AL, 352152964","Match","Non_Exact","1016 CHRISTOPHER DR, CENTER POINT, AL, 35215","-86.71482015699996,33.645924981000064","81566417","R"
