index,input,match,non_exact,street,coordinate,tiger,lr
"157236","7917  7TH CT S BIRMINGHAM, Jefferson County, AL, 352063915","Match","Non_Exact","7917 7TH CT S, BIRMINGHAM, AL, 35206","-86.71670633099995,33.560260440000036","81586597","R"
"157237","7911  7TH CT S BIRMINGHAM, Jefferson County, AL, 352063915","Match","Non_Exact","7911 7TH CT S, BIRMINGHAM, AL, 35206","-86.71677093299996,33.56018996600005","81586597","R"
"157234","757  79TH PL S BIRMINGHAM, Jefferson County, AL, 352064928","Match","Non_Exact","757 79TH PL S, BIRMINGHAM, AL, 35206","-86.71416620699995,33.559854640000026","647630737","L"
"157235","7929  7TH CT S BIRMINGHAM, Jefferson County, AL, 352063915","Match","Non_Exact","7929 7TH CT S, BIRMINGHAM, AL, 35206","-86.71657712699994,33.56040138900005","81586597","R"
"157238","800  VANDERBILT ST  BIRMINGHAM, Jefferson County, AL, 352064917","Match","Non_Exact","800 VANDERBILT ST, BIRMINGHAM, AL, 35206","-86.71524702499994,33.55627161800004","647565664","R"
"157239","809  77TH WAY S BIRMINGHAM, Jefferson County, AL, 35206","Match","Non_Exact","809 77TH WAY S, BIRMINGHAM, AL, 35206","-86.71604582299994,33.555652406000036","81729310","L"
"157240","895  77TH WAY S BIRMINGHAM, Jefferson County, AL, 352064943","Match","Non_Exact","895 77TH WAY S, BIRMINGHAM, AL, 35206","-86.71133095299996,33.55522483800007","81729327","L"
"157243","756  VANDERBILT ST  BIRMINGHAM, Jefferson County, AL, 352064483","Match","Non_Exact","756 VANDERBILT ST, BIRMINGHAM, AL, 35206","-86.71693095599994,33.557037552000054","81729286","R"
"157244","752  VANDERBILT ST  BIRMINGHAM, Jefferson County, AL, 352064483","Match","Non_Exact","752 VANDERBILT ST, BIRMINGHAM, AL, 35206","-86.71704455699995,33.557089716000064","81729286","R"
"157241","7731  7TH CT S BIRMINGHAM, Jefferson County, AL, 352064448","Match","Non_Exact","7731 7TH CT S, BIRMINGHAM, AL, 35206","-86.71853908899999,33.558279879000054","647642348","R"
"157242","765  VANDERBILT ST  BIRMINGHAM, Jefferson County, AL, 352064484","Match","Non_Exact","765 VANDERBILT ST, BIRMINGHAM, AL, 35206","-86.71669740499999,33.55694282600007","81729286","L"
"157225","801  80TH ST S BIRMINGHAM, Jefferson County, AL, 352064512","Match","Non_Exact","801 80TH ST S, BIRMINGHAM, AL, 35206","-86.71242640099996,33.56037867500004","81586663","L"
"157226","924  80TH ST S BIRMINGHAM, Jefferson County, AL, 352064513","Match","Non_Exact","924 80TH ST S, BIRMINGHAM, AL, 35206","-86.71030590099997,33.559508970000024","81586668","R"
"157223","764  80TH PL S BIRMINGHAM, Jefferson County, AL, 35206","Match","Non_Exact","764 80TH PL S, BIRMINGHAM, AL, 35206","-86.71296639599996,33.56132610100008","81729130","R"
