index,input,match,non_exact,street,coordinate,tiger,lr
"66211","3414  AVENUE Q   BIRMINGHAM, Jefferson County, AL, 352082011","Match","Non_Exact","3414 AVE Q, BIRMINGHAM, AL, 35208","-86.88742174399994,33.494678161000024","81719384","R"
"67542","1355  HUEYTOWN RD  BESSEMER, Jefferson County, AL, 350232464","Match","Non_Exact","1355 HUEYTOWN RD, BESSEMER, AL, 35023","-86.99654502799996,33.447196586000075","81546288","L"
"68874","422  10TH ST S BESSEMER, Jefferson County, AL, 350206427","Match","Non_Exact","422 10TH ST S, BRIGHTON, AL, 35020","-86.95402892799996,33.389112907000026","81549682","R"
"66212","1712  35TH AVE N BIRMINGHAM, Jefferson County, AL, 35207","Match","Non_Exact","1712 35TH AVE N, BIRMINGHAM, AL, 35207","-86.83234227499997,33.55305192900005","81572040","L"
"67543","127  CHURCH AVE  HUEYTOWN, Jefferson County, AL, 350232408","Match","Non_Exact","127 CHURCH AVE, BESSEMER, AL, 35023","-86.99663362299998,33.444393665000064","651800666","L"
"68873","418  11TH ST S BESSEMER, Jefferson County, AL, 350206412","Match","Non_Exact","418 11TH ST S, BRIGHTON, AL, 35020","-86.95347969299996,33.38989716400005","640554168","R"
"67540","103  PINE AVE  HUEYTOWN, Jefferson County, AL, 350232050","Match","Non_Exact","103 PINE AVE, BESSEMER, AL, 35023","-87.00529617599994,33.450621273000024","633006194","L"
"68872","426  11TH ST S BESSEMER, Jefferson County, AL, 350206412","Match","Non_Exact","426 11TH ST S, BRIGHTON, AL, 35020","-86.95339272599995,33.389847737000025","640554168","R"
"66210","1636  35TH ST N BIRMINGHAM, Jefferson County, AL, 35234","Match","Non_Exact","1636 35TH ST N, BIRMINGHAM, AL, 35234","-86.79611152399997,33.54137864200004","81725624","L"
"67541","127  PINE AVE  BESSEMER, Jefferson County, AL, 350232050","Match","Non_Exact","127 PINE AVE, BESSEMER, AL, 35023","-87.00532322099997,33.448259009000026","81634463","L"
