index,input,match,non_exact,street,coordinate,tiger,lr
"195509","1129  ASHBURY SQ  VESTAVIA HILLS, Jefferson County, AL, 352165280","Match","Non_Exact","1129 ASHBURY SQ, BIRMINGHAM, AL, 35216","-86.79118059399997,33.398963406000064","81660786","L"
"195508","1116  ASHBURY SQ  VESTAVIA HILLS, Jefferson County, AL, 352165280","Match","Non_Exact","1116 ASHBURY SQ, BIRMINGHAM, AL, 35216","-86.79124761699995,33.39900645500006","81660786","R"
"196839","1012  9TH AVE  PLEASANT GROVE, Jefferson County, AL, 351272130","Match","Non_Exact","1012 9TH AVE, PLEASANT GROVE, AL, 35127","-86.97925158999999,33.48431098800006","81546656","R"
"195501","2244  CHAPEL HILL RD  VESTAVIA HILLS, Jefferson County, AL, 352165153","Match","Non_Exact","2244 CHAPEL HILL RD, BIRMINGHAM, AL, 35216","-86.79182244699996,33.401157770000054","650881824","L"
"196833","1009  9TH ST  PLEASANT GROVE, Jefferson County, AL, 351272229","Match","Non_Exact","1009 9TH ST, PLEASANT GROVE, AL, 35127","-86.98042407799994,33.487289660000044","81545309","L"
"195500","2228  CHAPEL HILL RD  VESTAVIA HILLS, Jefferson County, AL, 352165153","Match","Non_Exact","2228 CHAPEL HILL RD, BIRMINGHAM, AL, 35216","-86.79207392999996,33.40011957000007","650881823","L"
"196834","1036  9TH ST  PLEASANT GROVE, Jefferson County, AL, 351272241","Match","Non_Exact","1036 9TH ST, PLEASANT GROVE, AL, 35127","-86.98069742599995,33.487305254000034","81545309","R"
"195503","2260  CHAPEL HILL RD  VESTAVIA HILLS, Jefferson County, AL, 352165166","Match","Non_Exact","2260 CHAPEL HILL RD, BIRMINGHAM, AL, 35216","-86.79212398999994,33.402421239000034","81583811","L"
"196831","1004  10TH ST  PLEASANT GROVE, Jefferson County, AL, 351272218","Match","Non_Exact","1004 10TH ST, PLEASANT GROVE, AL, 35127","-86.98497636899998,33.48581093300004","81545296","R"
"195502","2256  CHAPEL HILL RD  VESTAVIA HILLS, Jefferson County, AL, 352165166","Match","Non_Exact","2256 CHAPEL HILL RD, BIRMINGHAM, AL, 35216","-86.79186793999997,33.40200430300007","81583811","L"
"196832","1016  9TH ST  PLEASANT GROVE, Jefferson County, AL, 35127","Match","Non_Exact","1016 9TH ST, PLEASANT GROVE, AL, 35127","-86.98050198699997,33.48730194600006","81545309","R"
"195505","2236  TAL BROOK RD  VESTAVIA HILLS, Jefferson County, AL, 352165234","Match","Non_Exact","2236 TAL BROOK RD, BIRMINGHAM, AL, 35216","-86.78842053999995,33.39833989500005","81695334","L"
"196837","1009  9TH CT  PLEASANT GROVE, Jefferson County, AL, 351272238","Match","Non_Exact","1009 9TH CT, PLEASANT GROVE, AL, 35127","-86.98215414899994,33.485292048000076","81545298","L"
"195504","2217  TAL HEIM DR  VESTAVIA HILLS, Jefferson County, AL, 352165225","Match","Non_Exact","2217 TALHEIM DR, BIRMINGHAM, AL, 35216","-86.78961597599994,33.39852877900006","81696676","R"
"196838","1016  9TH AVE  PLEASANT GROVE, Jefferson County, AL, 351272130","Match","Non_Exact","1016 9TH AVE, PLEASANT GROVE, AL, 35127","-86.97925431899995,33.48409410000005","81715985","R"
"195507","2201  ROCKY RIDGE RD  VESTAVIA HILLS, Jefferson County, AL, 352164415","Match","Non_Exact","2201 ROCKY RIDGE RD, BIRMINGHAM, AL, 35216","-86.79178285699999,33.39877683100008","81660784","R"
"196835","1052  10TH ST  PLEASANT GROVE, Jefferson County, AL, 351272218","Match","Non_Exact","1052 10TH ST, PLEASANT GROVE, AL, 35127","-86.98624828099997,33.48516490800006","81545296","R"
"195506","2221  ROCKY RIDGE RD  VESTAVIA HILLS, Jefferson County, AL, 352164415","Match","Non_Exact","2221 ROCKY RIDGE RD, BIRMINGHAM, AL, 35216","-86.79100689199998,33.39939346700004","81660785","R"
"196836","1009  9TH TER  PLEASANT GROVE, Jefferson County, AL, 351272156","Match","Non_Exact","1009 9TH TER, PLEASANT GROVE, AL, 35127","-86.98270523499997,33.48562916900005","81545295","L"
