index,input,match,non_exact,street,coordinate,tiger,lr
"93830","208  CAROLINA AVE  BESSEMER, Jefferson County, AL, 35020","Match","Non_Exact","208 CAROLINA AVE, BRIGHTON, AL, 35020","-86.96661187899997,33.37930850200007","81561273","L"
"92502","525  EDGEKNOLL DR  HOMEWOOD, Jefferson County, AL, 352095911","Match","Non_Exact","525 EDGEKNOLL DR, BIRMINGHAM, AL, 35209","-86.83323490799995,33.460610115000065","81580901","L"
"93834","25  CARTER AVE  BESSEMER, Jefferson County, AL, 350207419","Match","Non_Exact","25 CARTER AVE, BRIGHTON, AL, 35020","-86.96111182899995,33.36551146000005","81709139","L"
"92503","529  EDGECREST CIR  HOMEWOOD, Jefferson County, AL, 352095905","Match","Non_Exact","529 EDGECREST CIR, BIRMINGHAM, AL, 35209","-86.83171883899996,33.46144799800004","81714905","L"
"93833","1  MAIN ST  BESSEMER, Jefferson County, AL, 350207425","Match","Non_Exact","1 MAIN ST, BRIGHTON, AL, 35020","-86.96754148299999,33.37826908200003","81561281","L"
"92500","557  EDGECREST DR  HOMEWOOD, Jefferson County, AL, 352095909","Match","Non_Exact","557 EDGECREST DR, BIRMINGHAM, AL, 35209","-86.83128157799996,33.46114338000007","81714907","L"
"93832","6  ELM AVE  BESSEMER, Jefferson County, AL, 350207423","No_Match"
"92501","538  EDGEKNOLL LN  BIRMINGHAM, Jefferson County, AL, 352095914","Match","Non_Exact","538 EDGEKNOLL LN, BIRMINGHAM, AL, 35209","-86.83378511499996,33.45998067800008","81580902","R"
"93831","12  ELM AVE  BESSEMER, Jefferson County, AL, 350207423","No_Match"
"93827","12  CENTER ST  BESSEMER, Jefferson County, AL, 35020","Match","Non_Exact","12 CENTER ST, BRIGHTON, AL, 35020","-86.96537247799995,33.38095234000008","81561478","R"
"93826","118  VALLEY ST  BESSEMER, Jefferson County, AL, 350207438","Match","Non_Exact","118 VALLEY ST, BRIGHTON, AL, 35020","-86.96838918499998,33.38069246500004","81709731","L"
"93825","97  1ST AVE N BESSEMER, Jefferson County, AL, 350207409","Match","Non_Exact","97 1ST AVE N, BRIGHTON, AL, 35020","-86.96754732099998,33.38152839800006","81561253","R"
"93824","30  MARTIN ST  BESSEMER, Jefferson County, AL, 35020","Match","Non_Exact","30 MARTIN ST, BRIGHTON, AL, 35020","-86.96474943199996,33.381892264000044","81704826","R"
"93829","212  CHESTNUT AVE  BESSEMER, Jefferson County, AL, 350207421","Match","Non_Exact","212 CHESTNUT AVE, BRIGHTON, AL, 35020","-86.96557545899998,33.37968829600004","81709744","L"
"93828","208  CHESTNUT AVE  BESSEMER, Jefferson County, AL, 350207421","Match","Non_Exact","208 CHESTNUT AVE, BRIGHTON, AL, 35020","-86.96557541099997,33.37967215700007","81709744","L"
"93823","332  ROLAND AVE  BESSEMER, Jefferson County, AL, 350206922","Match","Non_Exact","332 ROLAND AVE, BRIGHTON, AL, 35020","-86.96240681499995,33.382153061000054","81671178","L"
"93822","112  1ST AVE N BESSEMER, Jefferson County, AL, 35020","Match","Non_Exact","112 1ST AVE N, BRIGHTON, AL, 35020","-86.96724092199997,33.38192152100004","647554157","L"
"93821","111  2ND AVE N BESSEMER, Jefferson County, AL, 350206712","Match","Non_Exact","111 2ND AVE N, BRIGHTON, AL, 35020","-86.96805517399997,33.38274693200003","81709622","R"
"93820","101  4TH AVE N BESSEMER, Jefferson County, AL, 35020","Match","Non_Exact","101 4TH AVE N, BRIGHTON, AL, 35020","-86.96972396399997,33.38441248000004","81548708","R"
"96096","6078  WATERSIDE DR  HOOVER, Jefferson County, AL, 352444190","Match","Non_Exact","6078 WATERSIDE DR, BIRMINGHAM, AL, 35244","-86.88342954999996,33.347559569000055","81674455","R"
"96097","6087  WATERSIDE DR  HOOVER, Jefferson County, AL, 352444165","Match","Non_Exact","6087 WATERSIDE DR, BIRMINGHAM, AL, 35244","-86.88351134499999,33.34754710100003","81674455","L"
"96098","6105  WATERSIDE CT  HOOVER, Jefferson County, AL, 352444157","Match","Non_Exact","6105 WATERSIDE CT, BIRMINGHAM, AL, 35244","-86.88257616899995,33.34731328700008","81674460","R"
"96099","5816  WATERSTONE PT  HOOVER, Jefferson County, AL, 352445103","Match","Non_Exact","5816 WATER STONE PT, BIRMINGHAM, AL, 35244","-86.88496592199994,33.34521992900005","81688260","L"
"96092","5601  LAKE CYRUS WAY  HOOVER, Jefferson County, AL, 352444188","Match","Non_Exact","5601 LAKE CYRUS WAY, BIRMINGHAM, AL, 35244","-86.88915859899998,33.34656224400004","81674425","R"
"96093","5608  LAKE CYRUS WAY  HOOVER, Jefferson County, AL, 352444189","Match","Non_Exact","5608 LAKE CYRUS WAY, BIRMINGHAM, AL, 35244","-86.88909924499995,33.34652104300005","81674425","L"
"96094","1676  LAKE CYRUS CLUB DR  HOOVER, Jefferson County, AL, 35244","Match","Non_Exact","1676 LAKE CYRUS CLUB DR, BIRMINGHAM, AL, 35244","-86.88848247699997,33.34699412500004","81674447","R"
"96095","1618  LAKE CYRUS CLUB DR  HOOVER, Jefferson County, AL, 352445101","Match","Non_Exact","1618 LAKE CYRUS CLUB DR, BIRMINGHAM, AL, 35244","-86.88488971499999,33.346552158000065","81674450","R"
"96090","5283  PARK SIDE CIR  HOOVER, Jefferson County, AL, 352445139","Match","Non_Exact","5283 PARK SIDE CIR, BIRMINGHAM, AL, 35244","-86.88933414599995,33.35056909100007","650004777","L"
"96091","1681  LAKE CYRUS CLUB DR  HOOVER, Jefferson County, AL, 352444180","Match","Non_Exact","1681 LAKE CYRUS CLUB DR, BIRMINGHAM, AL, 35244","-86.88889962899998,33.34680269300003","81674447","L"
"93816","215  4TH AVE N BESSEMER, Jefferson County, AL, 350206766","Match","Non_Exact","215 4TH AVE N, BRIGHTON, AL, 35020","-86.96941375899996,33.384785616000045","81548715","R"
"93815","323  4TH AVE N BESSEMER, Jefferson County, AL, 350206746","Match","Non_Exact","323 4TH AVE N, BRIGHTON, AL, 35020","-86.96847441599994,33.385965619000046","81548705","R"
"93814","400  5TH AVE N BESSEMER, Jefferson County, AL, 350206193","Match","Non_Exact","400 5TH AVE N, BRIGHTON, AL, 35020","-86.96881895999996,33.387431013000025","81548700","L"
"93813","425  4TH AVE N BESSEMER, Jefferson County, AL, 350206230","Match","Non_Exact","425 4TH AVE N, BRIGHTON, AL, 35020","-86.96757453299995,33.38707855100006","81548725","R"
"93819","215  3RD AVE N BESSEMER, Jefferson County, AL, 350206728","Match","Non_Exact","215 3RD AVE N, BRIGHTON, AL, 35020","-86.96839464699997,33.38420070500007","81548717","R"
"93818","232  1ST AVE N BESSEMER, Jefferson County, AL, 350206703","Match","Non_Exact","232 1ST AVE N, BRIGHTON, AL, 35020","-86.96619749999996,33.383202862000076","81548747","L"
"93817","406  ASH AVE  BESSEMER, Jefferson County, AL, 350206909","No_Match"
"92520","1540  PARKSIDE CT  HOMEWOOD, Jefferson County, AL, 352096957","Match","Non_Exact","1540 PARKSIDE CT, BIRMINGHAM, AL, 35209","-86.83340125199999,33.45083016600006","645923760","L"
"93852","327 W LAKE DR  BESSEMER, Jefferson County, AL, 350206061","No_Match"
"92521","1899  PARKSIDE CIR  HOMEWOOD, Jefferson County, AL, 352096960","Match","Non_Exact","1899 PARKSIDE CIR, BIRMINGHAM, AL, 35209","-86.83401635699994,33.44852883400006","81705165","R"
"93851","719  TWIN RIDGE DR  BESSEMER, Jefferson County, AL, 350206057","Match","Non_Exact","719 TWIN RIDGE DR, BRIGHTON, AL, 35020","-86.97252076999996,33.38704766800004","81709514","R"
"93850","721  TWIN RIDGE DR  BESSEMER, Jefferson County, AL, 350206057","Match","Non_Exact","721 TWIN RIDGE DR, BRIGHTON, AL, 35020","-86.97254789099998,33.38704781100006","81709514","R"
"92524","828  ACTON AVE  BIRMINGHAM, Jefferson County, AL, 352096206","Match","Non_Exact","828 ACTON AVE, BIRMINGHAM, AL, 35209","-86.81474244299994,33.459932697000056","81715252","R"
"93856","702  TWIN RIDGE DR  BESSEMER, Jefferson County, AL, 350206058","Match","Non_Exact","702 TWIN RIDGE DR, BRIGHTON, AL, 35020","-86.97208479299996,33.38703501700007","81709513","L"
"92525","810  ACTON AVE  BIRMINGHAM, Jefferson County, AL, 352096206","Match","Non_Exact","810 ACTON AVE, BIRMINGHAM, AL, 35209","-86.81478094999994,33.461260165000056","81715251","R"
"93855","615  SOMERSET DR  BESSEMER, Jefferson County, AL, 350206036","Match","Non_Exact","615 SOMERSET DR, BRIGHTON, AL, 35020","-86.97201779999995,33.38586028100008","81709507","R"
"92522","811  ACTON AVE  BIRMINGHAM, Jefferson County, AL, 352096205","Match","Non_Exact","811 ACTON AVE, BIRMINGHAM, AL, 35209","-86.81476780799994,33.461260320000065","81715251","L"
"93854","331  RIDGE AVE  BESSEMER, Jefferson County, AL, 350206005","Match","Non_Exact","331 RIDGE AVE, BRIGHTON, AL, 35020","-86.97371681099997,33.38607227500006","81709511","R"
"92523","833  ACTON AVE  HOMEWOOD, Jefferson County, AL, 352096248","Match","Non_Exact","833 ACTON AVE, BIRMINGHAM, AL, 35209","-86.81472740899994,33.45983273600007","81644358","L"
"93853","718  TWIN RIDGE DR  BESSEMER, Jefferson County, AL, 350206058","Match","Non_Exact","718 TWIN RIDGE DR, BRIGHTON, AL, 35020","-86.97199254599997,33.38703539900007","81709513","L"
"92517","1145  HARDWICK LN  BIRMINGHAM, Jefferson County, AL, 352096948","Match","Non_Exact","1145 HARDWICK LN, BIRMINGHAM, AL, 35209","-86.83211197999998,33.44873512600003","81581156","L"
"93849","430 W LAKE DR  BESSEMER, Jefferson County, AL, 350206064","No_Match"
"92518","100  MARSEY LN  BIRMINGHAM, Jefferson County, AL, 352096914","Match","Non_Exact","100 MARSEY LN, BIRMINGHAM, AL, 35209","-86.83098014599994,33.44985156700005","81581163","R"
"93848","510 W LAKE DR  BESSEMER, Jefferson County, AL, 350206066","No_Match"
"92515","117  MARSEY LN  BIRMINGHAM, Jefferson County, AL, 352096913","Match","Non_Exact","117 MARSEY LN, BIRMINGHAM, AL, 35209","-86.83094391099996,33.44962398300004","81581163","L"
"93847","505  RIDGE AVE  BESSEMER, Jefferson County, AL, 350206048","Match","Non_Exact","505 RIDGE AVE, BRIGHTON, AL, 35020","-86.97374457299998,33.38853030700005","81548616","R"
"92516","121  MARSEY LN  HOMEWOOD, Jefferson County, AL, 352096913","Match","Non_Exact","121 MARSEY LN, BIRMINGHAM, AL, 35209","-86.83093812699997,33.44956685600005","81581163","L"
"93846","507  RIDGE AVE  BESSEMER, Jefferson County, AL, 350206048","Match","Non_Exact","507 RIDGE AVE, BRIGHTON, AL, 35020","-86.97374511799995,33.388575625000044","81548616","R"
"92519","1504  PARKSIDE CT  HOMEWOOD, Jefferson County, AL, 352096957","Match","Non_Exact","1504 PARKSIDE CT, BIRMINGHAM, AL, 35209","-86.83310474699994,33.45000590400008","645923759","L"
"93841","205  2ND AVE E BESSEMER, Jefferson County, AL, 350207704","Match","Non_Exact","205 2ND AVE E, BRIGHTON, AL, 35020","-86.95297757499998,33.37827514700007","81561622","L"
"92510","232  FAIRLANE DR  BIRMINGHAM, Jefferson County, AL, 352096402","Match","Non_Exact","232 FAIRLANE DR, BIRMINGHAM, AL, 35209","-86.83336032699998,33.45498084700006","81581129","R"
"93840","117  MCCLAIN ST E BESSEMER, Jefferson County, AL, 35020","Match","Non_Exact","117 MCCLAIN ST E, BRIGHTON, AL, 35020","-86.95327728799998,33.37903371600004","627266320","L"
"92513","324  WILLOW BEND RD  HOMEWOOD, Jefferson County, AL, 352096936","Match","Non_Exact","324 WILLOW BEND RD, BIRMINGHAM, AL, 35209","-86.83263526899998,33.45232065300007","81581150","R"
"93845","519  RIDGE AVE  BESSEMER, Jefferson County, AL, 350206048","Match","Non_Exact","519 RIDGE AVE, BRIGHTON, AL, 35020","-86.97374838999997,33.38884753000008","81548616","R"
"92514","1064  SHERBROOKE DR  BIRMINGHAM, Jefferson County, AL, 352096943","Match","Non_Exact","1064 SHERBROOKE DR, BIRMINGHAM, AL, 35209","-86.83223355299998,33.451421941000035","81581151","L"
"93844","500  RIDGE AVE  BESSEMER, Jefferson County, AL, 350206054","Match","Non_Exact","500 RIDGE AVE, BRIGHTON, AL, 35020","-86.97375661399997,33.38843956200003","81548616","L"
"92511","205  FAIRLANE DR  HOMEWOOD, Jefferson County, AL, 352096401","Match","Non_Exact","205 FAIRLANE DR, BIRMINGHAM, AL, 35209","-86.83170217499998,33.45473574600004","81581131","L"
"93843","328  RIDGE AVE  BESSEMER, Jefferson County, AL, 350206037","Match","Non_Exact","328 RIDGE AVE, BRIGHTON, AL, 35020","-86.97374385499995,33.38709572500005","81709499","L"
"92512","309  HILLMOOR LN  BIRMINGHAM, Jefferson County, AL, 352096907","Match","Non_Exact","309 HILLMOOR LN, BIRMINGHAM, AL, 35209","-86.83279462999997,33.45338508200007","81581133","L"
"93842","610  SOMERSET BLVD  BESSEMER, Jefferson County, AL, 350206032","Match","Non_Exact","610 SOMERSET BLVD, BRIGHTON, AL, 35020","-86.97554115499997,33.38823119800003","81628824","R"
"92506","605  OAKMOOR DR  HOMEWOOD, Jefferson County, AL, 352096423","Match","Non_Exact","605 OAKMOOR DR, BIRMINGHAM, AL, 35209","-86.83130537699998,33.45912044500005","645923713","L"
"93838","108  OWEN AVE  BESSEMER, Jefferson County, AL, 350207619","Match","Non_Exact","108 OWEN AVE, BRIGHTON, AL, 35020","-86.95900616699998,33.377401779000024","81561534","L"
"92507","609  OAKMOOR DR  HOMEWOOD, Jefferson County, AL, 352096423","Match","Non_Exact","609 OAKMOOR DR, BIRMINGHAM, AL, 35209","-86.83123952899996,33.45893482300005","645923713","L"
"93837","615  BRYANT ST  BESSEMER, Jefferson County, AL, 350207113","Match","Non_Exact","615 BRYANT ST, BRIGHTON, AL, 35020","-86.95429328699998,33.38227329000006","81704827","L"
"92504","541  EDGECREST CIR  HOMEWOOD, Jefferson County, AL, 352095905","Match","Non_Exact","541 EDGECREST CIR, BIRMINGHAM, AL, 35209","-86.83211719999997,33.46121819700005","81714906","L"
"93836","129  GRIFFIN AVE  BESSEMER, Jefferson County, AL, 350207514","Match","Non_Exact","129 GRIFFIN AVE, BRIGHTON, AL, 35020","-86.96232588599997,33.37760660500004","81561498","R"
"92505","601  OAKMOOR DR  HOMEWOOD, Jefferson County, AL, 352096423","Match","Non_Exact","601 OAKMOOR DR, BIRMINGHAM, AL, 35209","-86.83140627699999,33.459294337000074","645923713","L"
"93835","203  GRIFFIN AVE  BESSEMER, Jefferson County, AL, 350207516","Match","Non_Exact","203 GRIFFIN AVE, BRIGHTON, AL, 35020","-86.96233316599995,33.37830942200003","81561493","R"
"92508","605  EDGEMOOR DR  HOMEWOOD, Jefferson County, AL, 352096419","Match","Non_Exact","605 EDGEMOOR DR, BIRMINGHAM, AL, 35209","-86.83231685999993,33.458767117000036","81581117","L"
"92509","609  EDGEMOOR DR  HOMEWOOD, Jefferson County, AL, 352096419","Match","Non_Exact","609 EDGEMOOR DR, BIRMINGHAM, AL, 35209","-86.83224890999998,33.45861380700006","81581117","L"
"93839","220  2ND AVE E BESSEMER, Jefferson County, AL, 35020","Match","Non_Exact","220 2ND AVE E, BRIGHTON, AL, 35020","-86.95410921799999,33.37829709300007","81561596","R"
"91211","1341  7TH WAY  PLEASANT GROVE, Jefferson County, AL, 351271408","No_Match"
"92542","1322  48TH ST  BRIGHTON, Jefferson County, AL, 350201263","Match","Non_Exact","1322 48TH ST, BRIGHTON, AL, 35020","-86.94332776899995,33.44112154700008","647559672","R"
"93874","1115  5TH AVE  PLEASANT GROVE, Jefferson County, AL, 351272035","Match","Non_Exact","1115 5TH AVE, PLEASANT GROVE, AL, 35127","-86.97248834999994,33.47643762900003","627993393","R"
"91212","1336  7TH WAY  PLEASANT GROVE, Jefferson County, AL, 351271464","No_Match"
"92543","4713  HUNTSVILLE AVE  BRIGHTON, Jefferson County, AL, 350201139","Match","Non_Exact","4713 HUNTSVILLE AVE, BRIGHTON, AL, 35020","-86.94272426399993,33.440859026000055","647586122","R"
"93873","813  12TH ST  PLEASANT GROVE, Jefferson County, AL, 35127","No_Match"
"92540","418  PERRY AVE  BRIGHTON, Jefferson County, AL, 350201943","Match","Non_Exact","418 PERRY AVE, BRIGHTON, AL, 35020","-86.93728752299995,33.439350442000034","81556463","R"
"93872","743  12TH ST  PLEASANT GROVE, Jefferson County, AL, 351272145","No_Match"
"91210","1333  7TH WAY  PLEASANT GROVE, Jefferson County, AL, 351271408","No_Match"
"92541","438  OAKMONT ST  BRIGHTON, Jefferson County, AL, 35020","Match","Non_Exact","438 OAKMONT ST, BRIGHTON, AL, 35020","-86.93704860399998,33.44055043700007","81556426","L"
"93871","1128  8TH AVE  PLEASANT GROVE, Jefferson County, AL, 351272135","Match","Non_Exact","1128 8TH AVE, PLEASANT GROVE, AL, 35127","-86.97778225999997,33.48148186200007","81546667","R"
"91215","1137  10TH WAY  PLEASANT GROVE, Jefferson County, AL, 351272307","Match","Non_Exact","1137 10TH WAY, PLEASANT GROVE, AL, 35127","-86.98970180799995,33.48433527900005","81546639","L"
"92546","140  PARKER SPRINGS ST  BRIGHTON, Jefferson County, AL, 350201964","Match","Non_Exact","140 PARKER SPRINGS ST, BRIGHTON, AL, 35020","-86.93591132099994,33.438399987000025","81556469","L"
"93878","141  VICTORIA LN  PLEASANT GROVE, Jefferson County, AL, 351271958","Match","Non_Exact","141 VICTORIA LN, PLEASANT GROVE, AL, 35127","-86.95722764299995,33.48565891800007","81664732","R"
"91216","914  12TH LN  PLEASANT GROVE, Jefferson County, AL, 351272317","Match","Non_Exact","914 12TH LN, PLEASANT GROVE, AL, 35127","-86.99276364699995,33.48617629800003","81544735","L"
"92547","2045  TOWNHOUSE LN  BESSEMER, Jefferson County, AL, 35023","Match","Non_Exact","2045 TOWNHOUSE LN, BESSEMER, AL, 35023","-86.97089986799995,33.448901927000065","624577928","L"
"93877","132  VICTORIA LN  PLEASANT GROVE, Jefferson County, AL, 351271959","Match","Non_Exact","132 VICTORIA LN, PLEASANT GROVE, AL, 35127","-86.95727224899997,33.48567121200006","81664732","L"
"91213","1332  7TH WAY  PLEASANT GROVE, Jefferson County, AL, 351271464","No_Match"
"92544","4629  HUNTSVILLE AVE  BRIGHTON, Jefferson County, AL, 350201194","Match","Non_Exact","4629 HUNTSVILLE AVE, BRIGHTON, AL, 35020","-86.94281750299996,33.439860543000066","647586122","R"
"93876","929  FOREST RD  PLEASANT GROVE, Jefferson County, AL, 35127","No_Match"
"91214","1133  10TH WAY  PLEASANT GROVE, Jefferson County, AL, 351272307","Match","Non_Exact","1133 10TH WAY, PLEASANT GROVE, AL, 35127","-86.98968410099997,33.484334801000045","81546639","L"
"92545","1216  47TH ST  BRIGHTON, Jefferson County, AL, 350201209","Match","Non_Exact","1216 47TH ST, BRIGHTON, AL, 35020","-86.94186531599996,33.43940506300004","81712846","R"
"93875","1138  4TH PLZ  PLEASANT GROVE, Jefferson County, AL, 351272022","Match","Non_Exact","1138 4TH PLZ, PLEASANT GROVE, AL, 35127","-86.97015354499996,33.48104885400005","81546728","L"
"93870","705  10TH CT  PLEASANT GROVE, Jefferson County, AL, 351271514","Match","Non_Exact","705 10TH CT, PLEASANT GROVE, AL, 35127","-86.98544610299996,33.49087997400005","81591857","L"
"91208","1321  8TH ST  PLEASANT GROVE, Jefferson County, AL, 351271418","Match","Non_Exact","1321 8TH ST, PLEASANT GROVE, AL, 35127","-86.99720663699998,33.488964886000076","81544713","L"
"92539","400  PERRY AVE  BRIGHTON, Jefferson County, AL, 350201943","Match","Non_Exact","400 PERRY AVE, BRIGHTON, AL, 35020","-86.93707379999995,33.43940659800006","81556463","R"
"91209","1326  8TH ST  PLEASANT GROVE, Jefferson County, AL, 351271450","Match","Non_Exact","1326 8TH ST, PLEASANT GROVE, AL, 35127","-86.99739377199995,33.488976266000066","81544713","R"
"91206","1215  6TH ST  PLEASANT GROVE, Jefferson County, AL, 351271472","Match","Non_Exact","1215 6TH ST, PLEASANT GROVE, AL, 35127","-86.99341501099997,33.49409630500003","81594443","L"
"92537","1133  BUSH ST  BRIGHTON, Jefferson County, AL, 350201914","Match","Non_Exact","1133 BUSH ST, BRIGHTON, AL, 35020","-86.94372183099995,33.43665129300007","645922509","L"
"93869","624  9TH AVE  PLEASANT GROVE, Jefferson County, AL, 351271618","Match","Non_Exact","624 9TH AVE, PLEASANT GROVE, AL, 35127","-86.97885183999995,33.49170100200007","81545302","R"
"91207","701  13TH CT  PLEASANT GROVE, Jefferson County, AL, 35127","Match","Non_Exact","701 13TH CT, PLEASANT GROVE, AL, 35127","-87.00216147499998,33.49171940100007","81691418","R"
"92538","1131  BUSH ST  BRIGHTON, Jefferson County, AL, 350201914","Match","Non_Exact","1131 BUSH ST, BRIGHTON, AL, 35020","-86.94374717699998,33.43665159900007","645922509","L"
"93868","925  7TH ST  PLEASANT GROVE, Jefferson County, AL, 351271546","Match","Non_Exact","925 7TH ST, PLEASANT GROVE, AL, 35127","-86.97979674799996,33.49089855600005","81684244","L"
"91200","716  13TH AVE  PLEASANT GROVE, Jefferson County, AL, 351271436","No_Match"
"92531","900  MOUNTAIN RIDGE DR  HOMEWOOD, Jefferson County, AL, 352096226","Match","Non_Exact","900 MOUNTAIN RIDGE DR, BIRMINGHAM, AL, 35209","-86.81402535099994,33.45964343700007","81644359","R"
"93863","613  10TH TER  PLEASANT GROVE, Jefferson County, AL, 351271502","Match","Non_Exact","613 10TH TER, PLEASANT GROVE, AL, 35127","-86.98685328599998,33.497274695000044","81545231","L"
"91201","1225  7TH ST  PLEASANT GROVE, Jefferson County, AL, 351271467","Match","Non_Exact","1225 7TH ST, PLEASANT GROVE, AL, 35127","-86.99340834999998,33.49164109700007","81544711","R"
"92532","802  SAULTER RD  BIRMINGHAM, Jefferson County, AL, 352096238","Match","Non_Exact","802 SAULTER RD, BIRMINGHAM, AL, 35209","-86.81340095999997,33.461684200000036","81715115","R"
"93862","519  LAKERIDGE DR  BESSEMER, Jefferson County, AL, 350206020","Match","Non_Exact","519 LAKERIDGE DR, BRIGHTON, AL, 35020","-86.97231237799997,33.38471953100003","652764525","R"
"93861","628  SOMERSET DR  BESSEMER, Jefferson County, AL, 350206035","Match","Non_Exact","628 SOMERSET DR, BRIGHTON, AL, 35020","-86.97264864899995,33.385858204000044","81709508","L"
"92530","314  REDFERN ST  HOMEWOOD, Jefferson County, AL, 352096236","Match","Non_Exact","314 REDFERN ST, BIRMINGHAM, AL, 35209","-86.81366266099997,33.45795199100007","81715157","L"
"93860","230 W LAKE DR  BESSEMER, Jefferson County, AL, 350206060","No_Match"
"91204","611  12TH PLZ  PLEASANT GROVE, Jefferson County, AL, 351271455","Match","Non_Exact","611 12TH PLZ, PLEASANT GROVE, AL, 35127","-86.99519882999994,33.49319085500008","81544701","R"
"92535","409  WOODVALE LN  HOMEWOOD, Jefferson County, AL, 352096013","Match","Non_Exact","409 WOODVALE LN, BIRMINGHAM, AL, 35209","-86.82007492099996,33.45970969000007","81581038","R"
"93867","933  6TH ST  PLEASANT GROVE, Jefferson County, AL, 351271569","Match","Non_Exact","933 6TH ST, PLEASANT GROVE, AL, 35127","-86.98045169099998,33.492801615000076","81545283","R"
"91205","618  12TH COURT CIR  PLEASANT GROVE, Jefferson County, AL, 351271437","Match","Non_Exact","618 12TH CT, PLEASANT GROVE, AL, 35127","-86.99243684199996,33.493506801000024","81544721","L"
"92536","405  WOODVALE LN  BIRMINGHAM, Jefferson County, AL, 352096013","Match","Non_Exact","405 WOODVALE LN, BIRMINGHAM, AL, 35209","-86.82018541899998,33.45971203100004","81581038","R"
"93866","608  9TH AVE  PLEASANT GROVE, Jefferson County, AL, 351271674","Match","Non_Exact","608 9TH AVE, PLEASANT GROVE, AL, 35127","-86.97882085199996,33.49234325500004","81545289","R"
"91202","717  13TH AVE  PLEASANT GROVE, Jefferson County, AL, 351271402","No_Match"
"92533","617  GREENHILL DR  HOMEWOOD, Jefferson County, AL, 352098004","Match","Non_Exact","617 GREENHILL DR, BIRMINGHAM, AL, 35209","-86.82056497099995,33.459885980000024","645925146","L"
