index,input,match,non_exact,street,coordinate,tiger,lr
"133269","525  ERIC DR  IRONDALE, Jefferson County, AL, 352102712","Match","Non_Exact","525 ERIC DR, BIRMINGHAM, AL, 35210","-86.70423126299994,33.52541464800004","81762703","L"
"133265","5248  BEACON CIR  IRONDALE, Jefferson County, AL, 352102856","Match","Non_Exact","5248 BEACON CIR, BIRMINGHAM, AL, 35210","-86.70103892399999,33.52707499400003","81587938","R"
"134596","924  NAVARRO LN  BIRMINGHAM, Jefferson County, AL, 352353034","Match","Non_Exact","924 NAVARRO LN, CENTER POINT, AL, 35235","-86.66152270899994,33.590060728000026","81627741","L"
"133266","5220  GOLDMAR DR  IRONDALE, Jefferson County, AL, 352102810","Match","Non_Exact","5220 GOLDMAR DR, BIRMINGHAM, AL, 35210","-86.70088322599997,33.52543647400006","81587970","L"
"134597","934  NAVARRO LN  BIRMINGHAM, Jefferson County, AL, 352353034","Match","Non_Exact","934 NAVARRO LN, CENTER POINT, AL, 35235","-86.66106805599998,33.590016055000035","81600455","L"
"133267","5209  GOLDMAR DR  IRONDALE, Jefferson County, AL, 352102809","Match","Non_Exact","5209 GOLDMAR DR, BIRMINGHAM, AL, 35210","-86.70134695299998,33.52498942200003","81587970","R"
"134598","304  SUNSET BLVD  BIRMINGHAM, Jefferson County, AL, 352353054","Match","Non_Exact","304 SUNSET BLVD, CENTER POINT, AL, 35235","-86.66046996999995,33.58793182900007","623901223","L"
"133268","513  ERIC DR  IRONDALE, Jefferson County, AL, 352102712","Match","Non_Exact","513 ERIC DR, BIRMINGHAM, AL, 35210","-86.70422990499998,33.52560741700006","81762703","L"
"134599","1064  TALMADGE LN  BIRMINGHAM, Jefferson County, AL, 352353020","Match","Non_Exact","1064 TALMADGE LN, CENTER POINT, AL, 35235","-86.65769761799999,33.589069358000074","81731152","L"
"133272","5134  BEACON DR  IRONDALE, Jefferson County, AL, 352102842","Match","Non_Exact","5134 BEACON DR, BIRMINGHAM, AL, 35210","-86.70529645499994,33.52305861900004","81587931","L"
"133273","504  ARDMORE LN  IRONDALE, Jefferson County, AL, 352102711","Match","Non_Exact","504 ARDMORE LN, BIRMINGHAM, AL, 35210","-86.70542154399999,33.52557763300007","651123811","R"
"133274","5064  SCENIC VIEW DR  IRONDALE, Jefferson County, AL, 352102703","Match","Non_Exact","5064 SCENIC VIEW DR, BIRMINGHAM, AL, 35210","-86.70770172199997,33.52427661300004","81587921","L"
"133275","5052  SCENIC VIEW DR  IRONDALE, Jefferson County, AL, 352102703","Match","Non_Exact","5052 SCENIC VIEW DR, BIRMINGHAM, AL, 35210","-86.70856068199998,33.523722761000045","81587552","L"
"133270","529  ERIC DR  IRONDALE, Jefferson County, AL, 352102712","Match","Non_Exact","529 ERIC DR, BIRMINGHAM, AL, 35210","-86.70423171499993,33.525350392000064","81762703","L"
"133271","5137  SCENIC VIEW DR  IRONDALE, Jefferson County, AL, 352102722","Match","Non_Exact","5137 SCENIC VIEW DR, BIRMINGHAM, AL, 35210","-86.70571536499995,33.52553426600008","651123809","R"
"133276","536  ROSEWELL LN  IRONDALE, Jefferson County, AL, 352102717","Match","Non_Exact","536 ROSEWELL LN, BIRMINGHAM, AL, 35210","-86.70639035199997,33.52412828100006","81587922","R"
"133277","504  ROSEWELL LN  IRONDALE, Jefferson County, AL, 352102717","Match","Non_Exact","504 ROSEWELL LN, BIRMINGHAM, AL, 35210","-86.70641924899996,33.52481057000006","81587922","R"
"133278","5193  BEACON DR  IRONDALE, Jefferson County, AL, 352102815","Match","Non_Exact","5193 BEACON DR, BIRMINGHAM, AL, 35210","-86.70266565399999,33.52507030000004","81587940","R"
"133279","5153  BEACON DR  IRONDALE, Jefferson County, AL, 352102815","Match","Non_Exact","5153 BEACON DR, BIRMINGHAM, AL, 35210","-86.70436974799998,33.52380228800007","81587930","R"
"133283","5064  JANET LN  IRONDALE, Jefferson County, AL, 352102944","Match","Non_Exact","5064 JANET LN, BIRMINGHAM, AL, 35210","-86.69648960399996,33.521969195000054","81645496","L"
"133284","5281  DRESDEN RD  IRONDALE, Jefferson County, AL, 352102928","Match","Non_Exact","5281 DRESDEN RD, BIRMINGHAM, AL, 35210","-86.69661556799997,33.524439389000065","81587978","R"
"133285","5233  DRESDEN RD  IRONDALE, Jefferson County, AL, 352102928","Match","Non_Exact","5233 DRESDEN RD, BIRMINGHAM, AL, 35210","-86.69852776799996,33.52200583100006","81588032","R"
"133286","5209  DRESDEN RD  IRONDALE, Jefferson County, AL, 352102916","Match","Non_Exact","5209 DRESDEN RD, BIRMINGHAM, AL, 35210","-86.70036012399999,33.52199594700005","81588031","R"
"133280","4647  ROUND FOREST DR  MOUNTAIN BRK, Jefferson County, AL, 352131831","Match","Non_Exact","4647 ROUND FOREST DR, BIRMINGHAM, AL, 35213","-86.70330979699997,33.51808994600003","623865009","R"
"133281","5065  JANET LN  IRONDALE, Jefferson County, AL, 352102943","Match","Non_Exact","5065 JANET LN, BIRMINGHAM, AL, 35210","-86.69716090299994,33.521203429000025","81645496","R"
"133282","608  REGENCY EAST DR  IRONDALE, Jefferson County, AL, 352102947","Match","Non_Exact","608 REGENCY EAST DR, BIRMINGHAM, AL, 35210","-86.69448938799997,33.522791389000076","623859355","L"
"133287","5205  DRESDEN RD  IRONDALE, Jefferson County, AL, 352102916","Match","Non_Exact","5205 DRESDEN RD, BIRMINGHAM, AL, 35210","-86.70059384999996,33.521984813000074","81588031","R"
"133288","771  ABIGALE LN  IRONDALE, Jefferson County, AL, 352102954","Match","Non_Exact","771 ABIGALE LN, BIRMINGHAM, AL, 35210","-86.69980172599998,33.519443152000065","81645484","L"
"133289","5036  JANET LN  IRONDALE, Jefferson County, AL, 352102944","Match","Non_Exact","5036 JANET LN, BIRMINGHAM, AL, 35210","-86.69762865599995,33.52087551200003","81645496","L"
"133294","5219  PARAMONT DR  IRONDALE, Jefferson County, AL, 352102829","Match","Non_Exact","5219 PARAMONT DR, BIRMINGHAM, AL, 35210","-86.70042048899995,33.52449884300006","81587948","R"
"133295","704  TERRY LN  IRONDALE, Jefferson County, AL, 352102925","Match","Non_Exact","704 TERRY LN, BIRMINGHAM, AL, 35210","-86.69820587499999,33.524312046000034","81587976","R"
"133296","5213  CORNELL DR  IRONDALE, Jefferson County, AL, 352102905","Match","Non_Exact","5213 CORNELL DR, BIRMINGHAM, AL, 35210","-86.70025583399996,33.52336416900005","81587973","R"
"133297","5217  STARLITE DR  IRONDALE, Jefferson County, AL, 352102920","No_Match"
"133290","705  TERRY LN  IRONDALE, Jefferson County, AL, 352102924","Match","Non_Exact","705 TERRY LN, BIRMINGHAM, AL, 35210","-86.69816567699996,33.524279540000066","81587976","L"
"133291","5280  DRESDEN RD  IRONDALE, Jefferson County, AL, 352102927","Match","Non_Exact","5280 DRESDEN RD, BIRMINGHAM, AL, 35210","-86.69662871899999,33.524439492000056","81587978","L"
"133292","5250  CORNELL DR  IRONDALE, Jefferson County, AL, 352102935","Match","Non_Exact","5250 CORNELL DR, BIRMINGHAM, AL, 35210","-86.69830938799998,33.52461920400003","81587977","L"
"133293","5230  PARAMONT DR  IRONDALE, Jefferson County, AL, 352102830","Match","Non_Exact","5230 PARAMONT DR, BIRMINGHAM, AL, 35210","-86.70006179199999,33.524832556000035","81587948","L"
"133298","5228  DRESDEN RD  IRONDALE, Jefferson County, AL, 352102926","Match","Non_Exact","5228 DRESDEN RD, BIRMINGHAM, AL, 35210","-86.69885197999997,33.522023595000064","81588032","L"
"133299","5248  DRESDEN RD  IRONDALE, Jefferson County, AL, 352102926","Match","Non_Exact","5248 DRESDEN RD, BIRMINGHAM, AL, 35210","-86.69749019299996,33.522481656000025","81588032","L"
"133225","145  25TH ST S BIRMINGHAM, Jefferson County, AL, 35233","Match","Non_Exact","145 25TH ST S, BIRMINGHAM, AL, 35233","-86.79686958899998,33.514898784000025","81723541","L"
"134556","4756  QUARTER STAFF RD  BIRMINGHAM, Jefferson County, AL, 352231641","Match","Non_Exact","4756 QUARTER STAFF RD, BIRMINGHAM, AL, 35223","-86.70281154099996,33.50499629300003","81588145","L"
"135888","2250  HIGHLAND AVE S BIRMINGHAM, Jefferson County, AL, 352052961","Match","Non_Exact","2250 HIGHLAND AVE S, BIRMINGHAM, AL, 35205","-86.78988727899997,33.50201791000006","81720865","L"
"133226","2724  5TH AVE S IRONDALE, Jefferson County, AL, 352101236","Match","Non_Exact","2724 5TH AVE S, BIRMINGHAM, AL, 35210","-86.69413103599999,33.54133454200007","640552155","L"
"134557","3501  GREAT OAK LN  BIRMINGHAM, Jefferson County, AL, 352231613","Match","Non_Exact","3501 GREAT OAK LN, BIRMINGHAM, AL, 35223","-86.70098766799998,33.50970020700004","81611096","R"
"135887","2250  HIGHLAND AVE S BIRMINGHAM, Jefferson County, AL, 352052961","Match","Non_Exact","2250 HIGHLAND AVE S, BIRMINGHAM, AL, 35205","-86.78988727899997,33.50201791000006","81720865","L"
"133227","2336  HIGHLAND AVE  IRONDALE, Jefferson County, AL, 352101013","Match","Non_Exact","2336 HIGHLAND AVE, BIRMINGHAM, AL, 35210","-86.70615991399995,33.54422170200007","81587099","L"
"134558","4912  GREAT OAK CIR  BIRMINGHAM, Jefferson County, AL, 352231612","Match","Non_Exact","4912 GREAT OAK CIR, BIRMINGHAM, AL, 35223","-86.70204111599998,33.509016675000055","81588140","R"
"133228","2301  HIGHLAND AVE  IRONDALE, Jefferson County, AL, 352101012","Match","Non_Exact","2301 HIGHLAND AVE, BIRMINGHAM, AL, 35210","-86.70678916999998,33.54423352400005","81587099","R"
