index,input,match,non_exact,street,coordinate,tiger,lr
"104708","1477  PARAGON PKWY  BIRMINGHAM, Jefferson County, AL, 352352651","Match","Non_Exact","1477 PARAGON PKWY, CENTER POINT, AL, 35235","-86.66972332499995,33.604995270000074","81569682","R"
"104709","809  WORCHESTER CT  BIRMINGHAM, Jefferson County, AL, 352352634","Match","Non_Exact","809 WORCHESTER CT, CENTER POINT, AL, 35235","-86.67242571299994,33.59934239000006","81569586","R"
"104706","1313  PARAGON PKWY  BIRMINGHAM, Jefferson County, AL, 352352620","Match","Non_Exact","1313 PARAGON PKWY, CENTER POINT, AL, 35235","-86.67205632299994,33.59879160500003","81569644","R"
"104707","1301  PARAGON PKWY  BIRMINGHAM, Jefferson County, AL, 352352620","Match","Non_Exact","1301 PARAGON PKWY, CENTER POINT, AL, 35235","-86.67323631699998,33.59884449500004","81569643","R"
"104700","1201  BOWMAN RD  BIRMINGHAM, Jefferson County, AL, 352352508","Match","Non_Exact","1201 BOWMAN RD, CENTER POINT, AL, 35235","-86.67500490599997,33.59163821400006","81569649","R"
"104701","185  MEDICAL PARK DR E BIRMINGHAM, Jefferson County, AL, 35235","No_Match"
"104704","1337  PARAGON PKWY  BIRMINGHAM, Jefferson County, AL, 352352648","Match","Non_Exact","1337 PARAGON PKWY, CENTER POINT, AL, 35235","-86.67131906199995,33.600087837000046","81569588","R"
"104705","1312  GLENWICK CIR  BIRMINGHAM, Jefferson County, AL, 352352604","Match","Non_Exact","1312 GLENWICK CIR, CENTER POINT, AL, 35235","-86.67116569399997,33.59905089100005","81569645","L"
"104702","1441  PARAGON PKWY  BIRMINGHAM, Jefferson County, AL, 352352622","Match","Non_Exact","1441 PARAGON PKWY, CENTER POINT, AL, 35235","-86.66665959899996,33.60451421600004","81665773","R"
"104703","1401  PARAGON PKWY  BIRMINGHAM, Jefferson County, AL, 352352622","Match","Non_Exact","1401 PARAGON PKWY, CENTER POINT, AL, 35235","-86.66812067599994,33.60286283000005","81665772","R"
"108287","2233  BELMORE LN  BIRMINGHAM, Jefferson County, AL, 352071239","Match","Non_Exact","2233 BELMORE LN, BIRMINGHAM, AL, 35207","-86.82710888699995,33.57285611800006","81571760","R"
"108288","2205  BELMORE LN  BIRMINGHAM, Jefferson County, AL, 352071203","Match","Non_Exact","2205 BELMORE LN, BIRMINGHAM, AL, 35207","-86.82892618099999,33.57376315500005","81571733","R"
"108289","2104 , Jefferson County, AL, 352071259","No_Match"
"108283","2270  SMITHFIELD LN N BIRMINGHAM, Jefferson County, AL, 352071255","Match","Non_Exact","2270 SMITHFIELD LN N, BIRMINGHAM, AL, 35207","-86.82374725499994,33.575916670000026","81571702","L"
"108284","4837  YONDERHILL DR  BIRMINGHAM, Jefferson County, AL, 352071233","Match","Non_Exact","4837 YONDERHILL DR, BIRMINGHAM, AL, 35207","-86.82473150699997,33.57385661400008","81571709","R"
"108285","2312  BELMORE LN  BIRMINGHAM, Jefferson County, AL, 352071206","Match","Non_Exact","2312 BELMORE LN, BIRMINGHAM, AL, 35207","-86.82323502699995,33.57280564800004","645806477","L"
"108286","2241  BELMORE LN  BIRMINGHAM, Jefferson County, AL, 352071239","Match","Non_Exact","2241 BELMORE LN, BIRMINGHAM, AL, 35207","-86.82669346399996,33.57278436300004","81571760","R"
"108280","4836  YONDERHILL DR  BIRMINGHAM, Jefferson County, AL, 352071234","Match","Non_Exact","4836 YONDERHILL DR, BIRMINGHAM, AL, 35207","-86.82474326499994,33.57386153900006","81571709","L"
"108281","2253  SMITHFIELD LN N BIRMINGHAM, Jefferson County, AL, 35207","Match","Non_Exact","2253 SMITHFIELD LN N, BIRMINGHAM, AL, 35207","-86.82423222499995,33.576458941000055","81571702","R"
"108282","4901  LOIS ST  BIRMINGHAM, Jefferson County, AL, 352071221","Match","Non_Exact","4901 LOIS ST, BIRMINGHAM, AL, 35207","-86.82333533099995,33.57743315300007","645808214","R"
"108298","4208  23RD WAY N BIRMINGHAM, Jefferson County, AL, 352071706","Match","Non_Exact","4208 23RD WAY N, BIRMINGHAM, AL, 35207","-86.82375602499997,33.56728261500007","81728188","L"
"108299","4185  23RD LN N BIRMINGHAM, Jefferson County, AL, 352072025","Match","Non_Exact","4185 23RD LN N, BIRMINGHAM, AL, 35207","-86.82256076499993,33.56558281000002","81571857","R"
"108294","4825 , Jefferson County, AL, 352071209","No_Match"
"108295","4805 , Jefferson County, AL, 352071209","No_Match"
"108296","4525  HUTSON AVE  BIRMINGHAM, Jefferson County, AL, 352071725","Match","Non_Exact","4525 HUTSON AVE, BIRMINGHAM, AL, 35207","-86.82840464999998,33.572816198000055","81571759","R"
"108297","2109  HAWKINS ST N BIRMINGHAM, Jefferson County, AL, 35207","No_Match"
"108290","2134 , Jefferson County, AL, 352071259","No_Match"
"108291","2133 , Jefferson County, AL, 352071253","No_Match"
"108292","4724  SMITHFIELD DR N BIRMINGHAM, Jefferson County, AL, 352071226","Match","Non_Exact","4724 SMITHFIELD DR N, BIRMINGHAM, AL, 35207","-86.82935336799994,33.57399832600004","81571732","L"
"108293","2109  LEOLA AVE  BIRMINGHAM, Jefferson County, AL, 352071219","Match","Non_Exact","2109 LEOLA AVE, BIRMINGHAM, AL, 35207","-86.82934007999995,33.577554801000076","81610840","R"
"104740","241  OAK LN  MULGA, Jefferson County, AL, 351189448","Match","Non_Exact","241 OAK LN, MULGA, AL, 35118","-87.01188725199995,33.51241156000003","81688089","L"
"104741","224  OAK LN  SYLVAN SPRINGS, Jefferson County, AL, 351189445","Match","Non_Exact","224 OAK LN, MULGA, AL, 35118","-87.01213855899994,33.51055275500005","81761977","R"
"103410","4741  TURNER DR  BIRMINGHAM, Jefferson County, AL, 352154013","Match","Non_Exact","4741 TURNER DR, CENTER POINT, AL, 35215","-86.65321715299996,33.64892439700003","81615097","L"
"103409","5003  CURTIS DR  BIRMINGHAM, Jefferson County, AL, 352154049","Match","Non_Exact","5003 CURTIS DR, CENTER POINT, AL, 35215","-86.65566870799995,33.64818352200007","81615088","L"
"103408","5035  CURTIS DR  BIRMINGHAM, Jefferson County, AL, 352154049","Match","Non_Exact","5035 CURTIS DR, CENTER POINT, AL, 35215","-86.65409689099994,33.64818357200005","81615091","L"
"104739","5213  WALNUT DR  MULGA, Jefferson County, AL, 35118","Match","Non_Exact","5213 WALNUT DR, MULGA, AL, 35118","-87.00887535099997,33.51265095900004","81628655","R"
"103401","839  TORREY PINES CIR  BIRMINGHAM, Jefferson County, AL, 352154025","Match","Non_Exact","839 TORREY PINES CIR, CENTER POINT, AL, 35215","-86.65580947299998,33.646609804000036","600614512","L"
"104733","5088  BROOKES CROSSING BLVD  BIRMINGHAM, Jefferson County, AL, 352353194","Match","Non_Exact","5088 BROOKE'S CROSSING BLVD, CENTER POINT, AL, 35235","-86.63017435299997,33.60389593800005","646799600","R"
"103400","827  TORREY PINES CIR  BIRMINGHAM, Jefferson County, AL, 352154025","Match","Non_Exact","827 TORREY PINES CIR, CENTER POINT, AL, 35215","-86.65408339999999,33.64614171100004","649486733","L"
"104734","5092  BROOKES CROSSING BLVD  BIRMINGHAM, Jefferson County, AL, 352353194","Match","Non_Exact","5092 BROOKE'S CROSSING BLVD, CENTER POINT, AL, 35235","-86.63010136599996,33.603801866000026","646799600","R"
"103403","860  TORREY PINES CIR  BIRMINGHAM, Jefferson County, AL, 352154026","No_Match"
"104731","1435  GADSDEN HWY  BIRMINGHAM, Jefferson County, AL, 352353127","Match","Non_Exact","1435 GADSDEN HWY, CENTER POINT, AL, 35235","-86.64567492999998,33.59594294900006","637735687","R"
"103402","869  TORREY PINES CIR  BIRMINGHAM, Jefferson County, AL, 352154025","Match","Non_Exact","869 TORREY PINES CIR, CENTER POINT, AL, 35215","-86.65451542199997,33.64719569300007","600614462","L"
