index,input,match,non_exact,street,coordinate,tiger,lr
"78200","5467  NOTTINGHILL DR  BIRMINGHAM, Jefferson County, AL, 352353328","Match","Non_Exact","5467 NOTTINGHILL DR, CENTER POINT, AL, 35235","-86.63668890399998,33.646015945000045","81614997","R"
"78202","2477  HAMPSTEAD DR  BIRMINGHAM, Jefferson County, AL, 352352081","Match","Non_Exact","2477 HAMPSTEAD DR, CENTER POINT, AL, 35235","-86.63605627199996,33.646971558000075","81615000","R"
"78201","5477  NOTTINGHILL DR  BIRMINGHAM, Jefferson County, AL, 352353327","Match","Non_Exact","5477 NOTTINGHILL DR, CENTER POINT, AL, 35235","-86.63638764999996,33.64604538300006","81614997","R"
"78204","2471  HAMPSTEAD DR  BIRMINGHAM, Jefferson County, AL, 352352081","Match","Non_Exact","2471 HAMPSTEAD DR, CENTER POINT, AL, 35235","-86.63617112499998,33.647098940000035","81615000","R"
"78203","2475  HAMPSTEAD DR  BIRMINGHAM, Jefferson County, AL, 352352081","Match","Non_Exact","2475 HAMPSTEAD DR, CENTER POINT, AL, 35235","-86.63609438999998,33.64701417100002","81615000","R"
"78206","2544  HAMPSTEAD DR  BIRMINGHAM, Jefferson County, AL, 352352097","Match","Non_Exact","2544 HAMPSTEAD DR, CENTER POINT, AL, 35235","-86.63457629799996,33.645378350000044","81656726","L"
"78205","2546  HAMPSTEAD DR  BIRMINGHAM, Jefferson County, AL, 352352097","Match","Non_Exact","2546 HAMPSTEAD DR, CENTER POINT, AL, 35235","-86.63453152599999,33.64533060100007","81656726","L"
"78208","2528  HAMPSTEAD DR  BIRMINGHAM, Jefferson County, AL, 352352094","Match","Non_Exact","2528 HAMPSTEAD DR, CENTER POINT, AL, 35235","-86.63493446999996,33.64576034400005","81656726","L"
"78207","2538  HAMPSTEAD DR  BIRMINGHAM, Jefferson County, AL, 352352094","Match","Non_Exact","2538 HAMPSTEAD DR, CENTER POINT, AL, 35235","-86.63471061199994,33.64552159800007","81656726","L"
"78209","2524  HAMPSTEAD DR  BIRMINGHAM, Jefferson County, AL, 352352094","Match","Non_Exact","2524 HAMPSTEAD DR, CENTER POINT, AL, 35235","-86.63506978999999,33.64590532400007","81642045","L"
