index,input,match,non_exact,street,coordinate,tiger,lr
"184855","1359  OXFORD MANOR LN  BIRMINGHAM, Jefferson County, AL, 352427505","Match","Non_Exact","1359 OXFORD MANOR LN, MEADOWBROOK, AL, 35242","-86.67808639299994,33.46482120300004","628002081","L"
"183524","4317  MOUNTAINDALE RD  BIRMINGHAM, Jefferson County, AL, 35213","Match","Non_Exact","4317 MOUNTAINDALE RD, BIRMINGHAM, AL, 35213","-86.72602415199998,33.51632338100006","81587404","R"
"184854","1376  OXFORD MANOR LN  BIRMINGHAM, Jefferson County, AL, 352427582","Match","Non_Exact","1376 OXFORD MANOR LN, MEADOWBROOK, AL, 35242","-86.67810299999996,33.46459699500008","628002081","R"
"183521","1321  DUNSTON AVE  BIRMINGHAM, Jefferson County, AL, 352131601","Match","Non_Exact","1321 DUNSTON AVE, BIRMINGHAM, AL, 35213","-86.72958962699994,33.51467648200003","81587365","R"
"184853","3933  COTSWOLD DR S BIRMINGHAM, Jefferson County, AL, 352427574","Match","Non_Exact","3933 COTSWOLD DR S, MEADOWBROOK, AL, 35242","-86.67677141299998,33.46420498700007","651162375","R"
"183522","4316  WARREN RD  BIRMINGHAM, Jefferson County, AL, 352132729","Match","Non_Exact","4316 WARREN RD, BIRMINGHAM, AL, 35213","-86.73196483899994,33.51284783400007","81681085","L"
"184852","1304  BRISTOL MNR  BIRMINGHAM, Jefferson County, AL, 352425651","Match","Non_Exact","1304 BRISTOL MANOR, MEADOWBROOK, AL, 35242","-86.67902820999996,33.47054821900008","624509918","L"
"183527","1114  MONARCH AVE  BIRMINGHAM, Jefferson County, AL, 352132131","Match","Non_Exact","1114 MONARCH AVE, BIRMINGHAM, AL, 35213","-86.73588564099998,33.51361050500003","635822616","L"
"184859","812  OAK ST  BIRMINGHAM, Jefferson County, AL, 352103819","Match","Non_Exact","812 OAK ST, BIRMINGHAM, AL, 35210","-86.69666363799996,33.49591111400008","81588173","L"
"183528","401  HAGOOD ST  BIRMINGHAM, Jefferson County, AL, 352132620","Match","Non_Exact","401 HAGOOD ST, BIRMINGHAM, AL, 35213","-86.73865524699994,33.51330485600005","81724065","R"
"184858","4827  OVERTON RD  BIRMINGHAM, Jefferson County, AL, 352103806","Match","Non_Exact","4827 OVERTON RD, BIRMINGHAM, AL, 35210","-86.69336301999994,33.50159037700007","623869837","R"
"183525","624  HAGOOD ST  BIRMINGHAM, Jefferson County, AL, 352132138","Match","Non_Exact","624 HAGOOD ST, BIRMINGHAM, AL, 35213","-86.73744454799998,33.516763652000066","81580475","L"
"184857","4638  OVERTON RD  BIRMINGHAM, Jefferson County, AL, 35210","Match","Non_Exact","4638 OVERTON RD, BIRMINGHAM, AL, 35210","-86.69874965399998,33.49740929600006","647643041","L"
"183526","508  BAKER DR  BIRMINGHAM, Jefferson County, AL, 352132104","Match","Non_Exact","508 BAKER DR, BIRMINGHAM, AL, 35213","-86.73595963499997,33.514036565000026","81673085","L"
"184856","1363  OXFORD MANOR LN  BIRMINGHAM, Jefferson County, AL, 352427505","Match","Non_Exact","1363 OXFORD MANOR LN, MEADOWBROOK, AL, 35242","-86.67808798999994,33.464771376000044","628002081","L"
"184851","1308  BRISTOL MNR  BIRMINGHAM, Jefferson County, AL, 352425651","Match","Non_Exact","1308 BRISTOL MANOR, MEADOWBROOK, AL, 35242","-86.67912932199994,33.47045848500005","624509918","L"
"183520","4304  MONTEVALLO RD  MOUNTAIN BRK, Jefferson County, AL, 352132722","Match","Non_Exact","4304 MONTEVALLO RD, BIRMINGHAM, AL, 35213","-86.73280862999997,33.51339128500007","81681093","L"
"184850","1320  BRISTOL MNR  BIRMINGHAM, Jefferson County, AL, 352425651","Match","Non_Exact","1320 BRISTOL MANOR, MEADOWBROOK, AL, 35242","-86.67982891199995,33.46986831700008","645389102","L"
"183529","1004  KINGSBURY AVE  BIRMINGHAM, Jefferson County, AL, 352132631","Match","Non_Exact","1004 KINGSBURY AVE, BIRMINGHAM, AL, 35213","-86.73866481999994,33.51321890400004","81580482","L"
"182203","515  55TH PL S BIRMINGHAM, Jefferson County, AL, 352123634","Match","Non_Exact","515 55TH PL S, BIRMINGHAM, AL, 35212","-86.75050206099996,33.53738780700007","81578686","L"
"183534","921  BEECH LN  MOUNTAIN BRK, Jefferson County, AL, 352132023","Match","Non_Exact","921 BEECH LN, BIRMINGHAM, AL, 35213","-86.74056362799996,33.51488920700007","81580412","R"
"184866","3985  SPRING VALLEY RD  MOUNTAIN BRK, Jefferson County, AL, 352231679","Match","Non_Exact","3985 SPRING VALLEY RD, BIRMINGHAM, AL, 35223","-86.70395890799995,33.501608436000026","81689628","R"
"182204","545  55TH PL S BIRMINGHAM, Jefferson County, AL, 352123634","Match","Non_Exact","545 55TH PL S, BIRMINGHAM, AL, 35212","-86.75009847999996,33.536593613000036","81578686","L"
"183535","917  BEECH LN  MOUNTAIN BRK, Jefferson County, AL, 352132023","Match","Non_Exact","917 BEECH LN, BIRMINGHAM, AL, 35213","-86.74078826099998,33.51484476100006","81580412","R"
"184865","3905  SPRING VALLEY RD  MOUNTAIN BRK, Jefferson County, AL, 352231601","Match","Non_Exact","3905 SPRING VALLEY RD, BIRMINGHAM, AL, 35223","-86.70349529599997,33.50288990000007","640554313","R"
"182201","520  55TH PL S BIRMINGHAM, Jefferson County, AL, 352123635","Match","Non_Exact","520 55TH PL S, BIRMINGHAM, AL, 35212","-86.75057622099996,33.537505631000045","81578686","R"
"183532","1108  KINGSBURY AVE  BIRMINGHAM, Jefferson County, AL, 352132632","Match","Non_Exact","1108 KINGSBURY AVE, BIRMINGHAM, AL, 35213","-86.73711210299996,33.51236909900007","81724071","L"
"184864","3909  SPRING VALLEY RD  MOUNTAIN BRK, Jefferson County, AL, 352231601","No_Match"
"182202","510  55TH PL S BIRMINGHAM, Jefferson County, AL, 352123635","Match","Non_Exact","510 55TH PL S, BIRMINGHAM, AL, 35212","-86.75063936699996,33.53762989200004","81578686","R"
"183533","1126  KINGSBURY AVE  BIRMINGHAM, Jefferson County, AL, 352132632","Match","Non_Exact","1126 KINGSBURY AVE, BIRMINGHAM, AL, 35213","-86.73560064299994,33.51243497100006","635825852","L"
"184863","3914  SPRING VALLEY RD  MOUNTAIN BRK, Jefferson County, AL, 352231602","Match","Non_Exact","3914 SPRING VALLEY RD, BIRMINGHAM, AL, 35223","-86.70248157199995,33.50285830100006","81699124","L"
"182207","536  56TH ST S BIRMINGHAM, Jefferson County, AL, 352123620","Match","Non_Exact","536 56TH ST S, BIRMINGHAM, AL, 35212","-86.74911382999994,33.536908149000055","81726341","R"
"183538","100  FOX HALL RD  MOUNTAIN BRK, Jefferson County, AL, 352132660","Match","Non_Exact","100 FOXHALL RD, BIRMINGHAM, AL, 35213","-86.74082705999996,33.51070814700006","81580425","L"
"182208","5625  5TH AVE S BIRMINGHAM, Jefferson County, AL, 352123201","Match","Non_Exact","5625 5TH AVE S, BIRMINGHAM, AL, 35212","-86.74933580399994,33.53835660400006","81578716","R"
"183539","103  FOX HALL RD  MOUNTAIN BRK, Jefferson County, AL, 352132661","Match","Non_Exact","103 FOXHALL RD, BIRMINGHAM, AL, 35213","-86.74082151499994,33.51107623900003","81580425","R"
"184869","3769  ROCKHILL RD  MOUNTAIN BRK, Jefferson County, AL, 35223","Match","Non_Exact","3769 ROCKHILL RD, BIRMINGHAM, AL, 35223","-86.70603000599993,33.49896919100007","81629947","R"
